status,type,words,participant,rate
nothink,cue,電車 [電車],29,5
nothink,tar,電車 [カップル],29,1
nothink,sub,電車 [レール],29,1
nothink,cue,雨雲 [雨雲],29,5
nothink,tar,雨雲 [トラック],29,1
nothink,sub,雨雲 [あられ],29,1
nothink,cue,満月 [満月],29,3
nothink,tar,満月 [ミサイル],29,1
nothink,sub,満月 [クレーター],29,1
nothink,cue,網戸 [網戸],29,5
nothink,tar,網戸 [とんぼ],29,1
nothink,sub,網戸 [カーテン],29,1
nothink,cue,舞台 [舞台],29,4
nothink,tar,舞台 [とんかち],29,1
nothink,sub,舞台 [オペラ],29,1
nothink,cue,旅行 [旅行],29,4
nothink,tar,旅行 [ビール],29,1
nothink,sub,旅行 [ホテル],29,1
nothink,cue,面接 [面接],29,4
nothink,tar,面接 [おなか],29,1
nothink,sub,面接 [アルバイト],29,1
nothink,cue,王様 [王様],29,4
nothink,tar,王様 [カジノ],29,1
nothink,sub,王様 [マント],29,1
nothink,cue,公園 [公園],29,5
nothink,tar,公園 [マナー],29,1
nothink,sub,公園 [シーソー],29,1
nothink,cue,彫刻 [彫刻],29,5
nothink,tar,彫刻 [ダイヤ],29,1
nothink,sub,彫刻 [ナイフ],29,1
nothink,cue,新年 [新年],29,4
nothink,tar,新年 [ニュース],29,1
nothink,sub,新年 [モチつき],29,1
nothink,cue,洞窟 [洞窟],29,3
nothink,tar,洞窟 [コンパス],29,1
nothink,sub,洞窟 [こうもり],29,1
think,cue,学校 [学校],29,3
think,tar,学校 [あじさい],29,4
think,sub,学校 [チャイム],29,1
think,cue,郵便 [郵便],29,4
think,tar,郵便 [はさみ],29,5
think,sub,郵便 [ポスト],29,1
think,cue,雪国 [雪国],29,4
think,tar,雪国 [カレー],29,4
think,sub,雪国 [ストーブ],29,1
think,cue,地球 [地球],29,5
think,tar,地球 [メートル],29,3
think,sub,地球 [マグマ],29,1
think,cue,漫才 [漫才],29,3
think,tar,漫才 [チケット],29,4
think,sub,漫才 [ギャグ],29,1
think,cue,浴衣 [浴衣],29,4
think,tar,浴衣 [おんぶ],29,4
think,sub,浴衣 [うちわ],29,1
think,cue,手品 [手品],29,4
think,tar,手品 [テーブル],29,5
think,sub,手品 [トリック],29,1
think,cue,餃子 [餃子],29,4
think,tar,餃子 [レンジ],29,4
think,sub,餃子 [にんにく],29,1
think,cue,銭湯 [銭湯],29,3
think,tar,銭湯 [バケツ],29,2
think,sub,銭湯 [サウナ],29,1
think,cue,香水 [香水],29,4
think,tar,香水 [ズボン],29,4
think,sub,香水 [スプレー],29,1
think,cue,真夏 [真夏],29,3
think,tar,真夏 [うどん],29,4
think,sub,真夏 [プール],29,1
think,cue,都会 [都会],29,3
think,tar,都会 [ジャズ],29,4
think,sub,都会 [ビル],29,1
