status,type,words,participant,rate
think,cue,電車 [電車],23,3
think,tar,電車 [カップル],23,3
think,sub,電車 [レール],23,1
think,cue,雨雲 [雨雲],23,4
think,tar,雨雲 [トラック],23,4
think,sub,雨雲 [あられ],23,1
think,cue,満月 [満月],23,4
think,tar,満月 [ミサイル],23,2
think,sub,満月 [クレーター],23,1
think,cue,網戸 [網戸],23,3
think,tar,網戸 [とんぼ],23,3
think,sub,網戸 [カーテン],23,1
think,cue,舞台 [舞台],23,3
think,tar,舞台 [とんかち],23,2
think,sub,舞台 [オペラ],23,1
think,cue,旅行 [旅行],23,4
think,tar,旅行 [ビール],23,3
think,sub,旅行 [ホテル],23,1
think,cue,面接 [面接],23,3
think,tar,面接 [おなか],23,2
think,sub,面接 [アルバイト],23,1
think,cue,王様 [王様],23,2
think,tar,王様 [カジノ],23,4
think,sub,王様 [マント],23,1
think,cue,公園 [公園],23,4
think,tar,公園 [マナー],23,4
think,sub,公園 [シーソー],23,1
think,cue,彫刻 [彫刻],23,3
think,tar,彫刻 [ダイヤ],23,3
think,sub,彫刻 [ナイフ],23,1
think,cue,新年 [新年],23,4
think,tar,新年 [ニュース],23,4
think,sub,新年 [モチつき],23,1
think,cue,洞窟 [洞窟],23,3
think,tar,洞窟 [コンパス],23,3
think,sub,洞窟 [こうもり],23,1
nothink,cue,学校 [学校],23,3
nothink,tar,学校 [あじさい],23,3
nothink,sub,学校 [チャイム],23,4
nothink,cue,郵便 [郵便],23,3
nothink,tar,郵便 [はさみ],23,3
nothink,sub,郵便 [ポスト],23,4
nothink,cue,雪国 [雪国],23,4
nothink,tar,雪国 [カレー],23,3
nothink,sub,雪国 [ストーブ],23,3
nothink,cue,地球 [地球],23,4
nothink,tar,地球 [メートル],23,4
nothink,sub,地球 [マグマ],23,4
nothink,cue,漫才 [漫才],23,3
nothink,tar,漫才 [チケット],23,3
nothink,sub,漫才 [ギャグ],23,3
nothink,cue,浴衣 [浴衣],23,4
nothink,tar,浴衣 [おんぶ],23,4
nothink,sub,浴衣 [うちわ],23,4
nothink,cue,手品 [手品],23,4
nothink,tar,手品 [テーブル],23,2
nothink,sub,手品 [トリック],23,4
nothink,cue,餃子 [餃子],23,3
nothink,tar,餃子 [レンジ],23,5
nothink,sub,餃子 [にんにく],23,2
nothink,cue,銭湯 [銭湯],23,4
nothink,tar,銭湯 [バケツ],23,4
nothink,sub,銭湯 [サウナ],23,4
nothink,cue,香水 [香水],23,3
nothink,tar,香水 [ズボン],23,2
nothink,sub,香水 [スプレー],23,3
nothink,cue,真夏 [真夏],23,4
nothink,tar,真夏 [うどん],23,4
nothink,sub,真夏 [プール],23,4
nothink,cue,都会 [都会],23,3
nothink,tar,都会 [ジャズ],23,2
nothink,sub,都会 [ビル],23,2
