status,type,words,participant,rate
think,cue,電車 [電車],10,5
think,tar,電車 [カップル],10,5
think,sub,電車 [レール],10,1
think,cue,雨雲 [雨雲],10,5
think,tar,雨雲 [トラック],10,5
think,sub,雨雲 [あられ],10,1
think,cue,満月 [満月],10,5
think,tar,満月 [ミサイル],10,5
think,sub,満月 [クレーター],10,1
think,cue,網戸 [網戸],10,5
think,tar,網戸 [とんぼ],10,5
think,sub,網戸 [カーテン],10,1
think,cue,舞台 [舞台],10,5
think,tar,舞台 [とんかち],10,5
think,sub,舞台 [オペラ],10,1
think,cue,旅行 [旅行],10,5
think,tar,旅行 [ビール],10,3
think,sub,旅行 [ホテル],10,1
think,cue,面接 [面接],10,5
think,tar,面接 [おなか],10,5
think,sub,面接 [アルバイト],10,1
think,cue,王様 [王様],10,5
think,tar,王様 [カジノ],10,4
think,sub,王様 [マント],10,1
think,cue,公園 [公園],10,5
think,tar,公園 [マナー],10,5
think,sub,公園 [シーソー],10,1
think,cue,彫刻 [彫刻],10,5
think,tar,彫刻 [ダイヤ],10,4
think,sub,彫刻 [ナイフ],10,1
think,cue,新年 [新年],10,5
think,tar,新年 [ニュース],10,5
think,sub,新年 [モチつき],10,1
think,cue,洞窟 [洞窟],10,5
think,tar,洞窟 [コンパス],10,5
think,sub,洞窟 [こうもり],10,1
nothink,cue,屋台 [屋台],10,5
nothink,tar,屋台 [まぐろ],10,3
nothink,sub,屋台 [おしぼり],10,4
nothink,cue,競走 [競走],10,5
nothink,tar,競走 [うさぎ],10,5
nothink,sub,競走 [ゼッケン],10,5
nothink,cue,財布 [財布],10,5
nothink,tar,財布 [ワニ],10,3
nothink,sub,財布 [カード],10,4
nothink,cue,野宿 [野宿],10,5
nothink,tar,野宿 [カラス],10,4
nothink,sub,野宿 [テント],10,4
nothink,cue,映画 [映画],10,5
nothink,tar,映画 [カフェ],10,4
nothink,sub,映画 [フィルム],10,5
nothink,cue,登山 [登山],10,5
nothink,tar,登山 [ラジオ],10,3
nothink,sub,登山 [アルプス],10,4
nothink,cue,砂漠 [砂漠],10,5
nothink,tar,砂漠 [ゴルフ],10,4
nothink,sub,砂漠 [オアシス],10,4
nothink,cue,油絵 [油絵],10,5
nothink,tar,油絵 [ローマ],10,4
nothink,sub,油絵 [デッサン],10,4
nothink,cue,缶詰 [缶詰],10,5
nothink,tar,缶詰 [バナナ],10,4
nothink,sub,缶詰 [リサイクル],10,3
nothink,cue,幼児 [幼児],10,5
nothink,tar,幼児 [ピアノ],10,2
nothink,sub,幼児 [おしゃぶり],10,4
nothink,cue,和室 [和室],10,5
nothink,tar,和室 [ろうそく],10,3
nothink,sub,和室 [ふすま],10,4
nothink,cue,坊主 [坊主],10,5
nothink,tar,坊主 [ほくろ],10,4
nothink,sub,坊主 [バリカン],10,4
