status,type,words,participant,rate
nothink,cue,電車 [電車],15,4
nothink,tar,電車 [カップル],15,2
nothink,sub,電車 [レール],15,2
nothink,cue,雨雲 [雨雲],15,4
nothink,tar,雨雲 [トラック],15,2
nothink,sub,雨雲 [あられ],15,1
nothink,cue,満月 [満月],15,5
nothink,tar,満月 [ミサイル],15,1
nothink,sub,満月 [クレーター],15,2
nothink,cue,網戸 [網戸],15,4
nothink,tar,網戸 [とんぼ],15,3
nothink,sub,網戸 [カーテン],15,1
nothink,cue,舞台 [舞台],15,4
nothink,tar,舞台 [とんかち],15,2
nothink,sub,舞台 [オペラ],15,1
nothink,cue,旅行 [旅行],15,4
nothink,tar,旅行 [ビール],15,1
nothink,sub,旅行 [ホテル],15,2
nothink,cue,面接 [面接],15,5
nothink,tar,面接 [おなか],15,1
nothink,sub,面接 [アルバイト],15,2
nothink,cue,王様 [王様],15,4
nothink,tar,王様 [カジノ],15,1
nothink,sub,王様 [マント],15,2
nothink,cue,公園 [公園],15,5
nothink,tar,公園 [マナー],15,1
nothink,sub,公園 [シーソー],15,1
nothink,cue,彫刻 [彫刻],15,4
nothink,tar,彫刻 [ダイヤ],15,1
nothink,sub,彫刻 [ナイフ],15,2
nothink,cue,新年 [新年],15,4
nothink,tar,新年 [ニュース],15,3
nothink,sub,新年 [モチつき],15,2
nothink,cue,洞窟 [洞窟],15,4
nothink,tar,洞窟 [コンパス],15,2
nothink,sub,洞窟 [こうもり],15,2
think,cue,屋台 [屋台],15,5
think,tar,屋台 [まぐろ],15,4
think,sub,屋台 [おしぼり],15,1
think,cue,競走 [競走],15,4
think,tar,競走 [うさぎ],15,3
think,sub,競走 [ゼッケン],15,1
think,cue,財布 [財布],15,5
think,tar,財布 [ワニ],15,4
think,sub,財布 [カード],15,1
think,cue,野宿 [野宿],15,5
think,tar,野宿 [カラス],15,4
think,sub,野宿 [テント],15,1
think,cue,映画 [映画],15,4
think,tar,映画 [カフェ],15,4
think,sub,映画 [フィルム],15,1
think,cue,登山 [登山],15,4
think,tar,登山 [ラジオ],15,4
think,sub,登山 [アルプス],15,1
think,cue,砂漠 [砂漠],15,4
think,tar,砂漠 [ゴルフ],15,4
think,sub,砂漠 [オアシス],15,1
think,cue,油絵 [油絵],15,5
think,tar,油絵 [ローマ],15,4
think,sub,油絵 [デッサン],15,1
think,cue,缶詰 [缶詰],15,4
think,tar,缶詰 [バナナ],15,4
think,sub,缶詰 [リサイクル],15,1
think,cue,幼児 [幼児],15,4
think,tar,幼児 [ピアノ],15,4
think,sub,幼児 [おしゃぶり],15,1
think,cue,和室 [和室],15,4
think,tar,和室 [ろうそく],15,4
think,sub,和室 [ふすま],15,1
think,cue,坊主 [坊主],15,4
think,tar,坊主 [ほくろ],15,4
think,sub,坊主 [バリカン],15,1
