status,type,words,participant,rate
think,cue,郵便 [郵便],20,3
think,tar,郵便 [はさみ],20,3
think,sub,郵便 [ポスト],20,2
think,cue,学校 [学校],20,4
think,tar,学校 [あじさい],20,4
think,sub,学校 [チャイム],20,1
think,cue,雪国 [雪国],20,3
think,tar,雪国 [カレー],20,4
think,sub,雪国 [ストーブ],20,1
think,cue,地球 [地球],20,3
think,tar,地球 [メートル],20,3
think,sub,地球 [マグマ],20,2
think,cue,漫才 [漫才],20,4
think,tar,漫才 [チケット],20,3
think,sub,漫才 [ギャグ],20,2
think,cue,浴衣 [浴衣],20,3
think,tar,浴衣 [おんぶ],20,2
think,sub,浴衣 [うちわ],20,2
think,cue,手品 [手品],20,3
think,tar,手品 [テーブル],20,3
think,sub,手品 [トリック],20,2
think,cue,餃子 [餃子],20,4
think,tar,餃子 [レンジ],20,3
think,sub,餃子 [にんにく],20,2
think,cue,銭湯 [銭湯],20,3
think,tar,銭湯 [バケツ],20,3
think,sub,銭湯 [サウナ],20,1
think,cue,香水 [香水],20,4
think,tar,香水 [ズボン],20,3
think,sub,香水 [スプレー],20,1
think,cue,真夏 [真夏],20,3
think,tar,真夏 [うどん],20,4
think,sub,真夏 [プール],20,2
think,cue,都会 [都会],20,4
think,tar,都会 [ジャズ],20,4
think,sub,都会 [ビル],20,3
nothink,cue,屋台 [屋台],20,2
nothink,tar,屋台 [まぐろ],20,2
nothink,sub,屋台 [おしぼり],20,3
nothink,cue,競走 [競走],20,3
nothink,tar,競走 [うさぎ],20,3
nothink,sub,競走 [ゼッケン],20,3
nothink,cue,財布 [財布],20,3
nothink,tar,財布 [ワニ],20,2
nothink,sub,財布 [カード],20,3
nothink,cue,野宿 [野宿],20,3
nothink,tar,野宿 [カラス],20,3
nothink,sub,野宿 [テント],20,4
nothink,cue,映画 [映画],20,3
nothink,tar,映画 [カフェ],20,4
nothink,sub,映画 [フィルム],20,2
nothink,cue,登山 [登山],20,3
nothink,tar,登山 [ラジオ],20,4
nothink,sub,登山 [アルプス],20,3
nothink,cue,砂漠 [砂漠],20,4
nothink,tar,砂漠 [ゴルフ],20,4
nothink,sub,砂漠 [オアシス],20,4
nothink,cue,油絵 [油絵],20,2
nothink,tar,油絵 [ローマ],20,2
nothink,sub,油絵 [デッサン],20,3
nothink,cue,缶詰 [缶詰],20,4
nothink,tar,缶詰 [バナナ],20,4
nothink,sub,缶詰 [リサイクル],20,2
nothink,cue,幼児 [幼児],20,2
nothink,tar,幼児 [ピアノ],20,3
nothink,sub,幼児 [おしゃぶり],20,3
nothink,cue,和室 [和室],20,4
nothink,tar,和室 [ろうそく],20,4
nothink,sub,和室 [ふすま],20,4
nothink,cue,坊主 [坊主],20,4
nothink,tar,坊主 [ほくろ],20,3
nothink,sub,坊主 [バリカン],20,2
