status,type,words,participant,rate
nothink,cue,電車 [電車],3,5
nothink,tar,電車 [カップル],3,2
nothink,sub,電車 [レール],3,1
nothink,cue,雨雲 [雨雲],3,5
nothink,tar,雨雲 [トラック],3,1
nothink,sub,雨雲 [あられ],3,1
nothink,cue,満月 [満月],3,5
nothink,tar,満月 [ミサイル],3,1
nothink,sub,満月 [クレーター],3,2
nothink,cue,網戸 [網戸],3,5
nothink,tar,網戸 [とんぼ],3,4
nothink,sub,網戸 [カーテン],3,4
nothink,cue,舞台 [舞台],3,5
nothink,tar,舞台 [とんかち],3,1
nothink,sub,舞台 [オペラ],3,3
nothink,cue,旅行 [旅行],3,5
nothink,tar,旅行 [ビール],3,2
nothink,sub,旅行 [ホテル],3,2
nothink,cue,面接 [面接],3,4
nothink,tar,面接 [おなか],3,2
nothink,sub,面接 [アルバイト],3,3
nothink,cue,王様 [王様],3,5
nothink,tar,王様 [カジノ],3,2
nothink,sub,王様 [マント],3,2
nothink,cue,公園 [公園],3,5
nothink,tar,公園 [マナー],3,2
nothink,sub,公園 [シーソー],3,3
nothink,cue,彫刻 [彫刻],3,5
nothink,tar,彫刻 [ダイヤ],3,2
nothink,sub,彫刻 [ナイフ],3,2
nothink,cue,新年 [新年],3,5
nothink,tar,新年 [ニュース],3,4
nothink,sub,新年 [モチつき],3,4
nothink,cue,洞窟 [洞窟],3,5
nothink,tar,洞窟 [コンパス],3,2
nothink,sub,洞窟 [こうもり],3,1
think,cue,屋台 [屋台],3,5
think,tar,屋台 [まぐろ],3,4
think,sub,屋台 [おしぼり],3,1
think,cue,競走 [競走],3,5
think,tar,競走 [うさぎ],3,5
think,sub,競走 [ゼッケン],3,1
think,cue,財布 [財布],3,5
think,tar,財布 [ワニ],3,5
think,sub,財布 [カード],3,1
think,cue,野宿 [野宿],3,5
think,tar,野宿 [カラス],3,5
think,sub,野宿 [テント],3,1
think,cue,映画 [映画],3,5
think,tar,映画 [カフェ],3,5
think,sub,映画 [フィルム],3,1
think,cue,登山 [登山],3,5
think,tar,登山 [ラジオ],3,5
think,sub,登山 [アルプス],3,1
think,cue,砂漠 [砂漠],3,5
think,tar,砂漠 [ゴルフ],3,5
think,sub,砂漠 [オアシス],3,1
think,cue,油絵 [油絵],3,5
think,tar,油絵 [ローマ],3,5
think,sub,油絵 [デッサン],3,1
think,cue,缶詰 [缶詰],3,5
think,tar,缶詰 [バナナ],3,5
think,sub,缶詰 [リサイクル],3,1
think,cue,幼児 [幼児],3,5
think,tar,幼児 [ピアノ],3,5
think,sub,幼児 [おしゃぶり],3,1
think,cue,和室 [和室],3,5
think,tar,和室 [ろうそく],3,5
think,sub,和室 [ふすま],3,1
think,cue,坊主 [坊主],3,5
think,tar,坊主 [ほくろ],3,5
think,sub,坊主 [バリカン],3,1
