status,type,words,participant,rate
nothink,cue,電車 [電車],6,2
nothink,tar,電車 [カップル],6,4
nothink,sub,電車 [レール],6,4
nothink,cue,雨雲 [雨雲],6,2
nothink,tar,雨雲 [トラック],6,4
nothink,sub,雨雲 [あられ],6,4
nothink,cue,満月 [満月],6,2
nothink,tar,満月 [ミサイル],6,4
nothink,sub,満月 [クレーター],6,4
nothink,cue,網戸 [網戸],6,2
nothink,tar,網戸 [とんぼ],6,4
nothink,sub,網戸 [カーテン],6,4
nothink,cue,舞台 [舞台],6,2
nothink,tar,舞台 [とんかち],6,4
nothink,sub,舞台 [オペラ],6,4
nothink,cue,旅行 [旅行],6,2
nothink,tar,旅行 [ビール],6,4
nothink,sub,旅行 [ホテル],6,4
nothink,cue,面接 [面接],6,2
nothink,tar,面接 [おなか],6,4
nothink,sub,面接 [アルバイト],6,4
nothink,cue,王様 [王様],6,2
nothink,tar,王様 [カジノ],6,4
nothink,sub,王様 [マント],6,4
nothink,cue,公園 [公園],6,2
nothink,tar,公園 [マナー],6,4
nothink,sub,公園 [シーソー],6,3
nothink,cue,彫刻 [彫刻],6,2
nothink,tar,彫刻 [ダイヤ],6,4
nothink,sub,彫刻 [ナイフ],6,4
nothink,cue,新年 [新年],6,2
nothink,tar,新年 [ニュース],6,4
nothink,sub,新年 [モチつき],6,4
nothink,cue,洞窟 [洞窟],6,2
nothink,tar,洞窟 [コンパス],6,4
nothink,sub,洞窟 [こうもり],6,4
think,cue,学校 [学校],6,2
think,tar,学校 [あじさい],6,5
think,sub,学校 [チャイム],6,1
think,cue,郵便 [郵便],6,2
think,tar,郵便 [はさみ],6,5
think,sub,郵便 [ポスト],6,1
think,cue,雪国 [雪国],6,2
think,tar,雪国 [カレー],6,5
think,sub,雪国 [ストーブ],6,1
think,cue,地球 [地球],6,2
think,tar,地球 [メートル],6,5
think,sub,地球 [マグマ],6,1
think,cue,漫才 [漫才],6,2
think,tar,漫才 [チケット],6,4
think,sub,漫才 [ギャグ],6,1
think,cue,浴衣 [浴衣],6,2
think,tar,浴衣 [おんぶ],6,5
think,sub,浴衣 [うちわ],6,1
think,cue,手品 [手品],6,2
think,tar,手品 [テーブル],6,1
think,sub,手品 [トリック],6,1
think,cue,餃子 [餃子],6,2
think,tar,餃子 [レンジ],6,5
think,sub,餃子 [にんにく],6,1
think,cue,銭湯 [銭湯],6,2
think,tar,銭湯 [バケツ],6,5
think,sub,銭湯 [サウナ],6,1
think,cue,香水 [香水],6,2
think,tar,香水 [ズボン],6,5
think,sub,香水 [スプレー],6,1
think,cue,真夏 [真夏],6,2
think,tar,真夏 [うどん],6,5
think,sub,真夏 [プール],6,1
think,cue,都会 [都会],6,2
think,tar,都会 [ジャズ],6,5
think,sub,都会 [ビル],6,1
