status,type,words,participant,rate
think,cue,電車 [電車],36,2
think,tar,電車 [カップル],36,5
think,sub,電車 [レール],36,1
think,cue,雨雲 [雨雲],36,1
think,tar,雨雲 [トラック],36,5
think,sub,雨雲 [あられ],36,1
think,cue,満月 [満月],36,2
think,tar,満月 [ミサイル],36,5
think,sub,満月 [クレーター],36,1
think,cue,網戸 [網戸],36,1
think,tar,網戸 [とんぼ],36,4
think,sub,網戸 [カーテン],36,1
think,cue,舞台 [舞台],36,1
think,tar,舞台 [とんかち],36,5
think,sub,舞台 [オペラ],36,1
think,cue,旅行 [旅行],36,2
think,tar,旅行 [ビール],36,3
think,sub,旅行 [ホテル],36,1
think,cue,面接 [面接],36,1
think,tar,面接 [おなか],36,4
think,sub,面接 [アルバイト],36,1
think,cue,王様 [王様],36,1
think,tar,王様 [カジノ],36,5
think,sub,王様 [マント],36,1
think,cue,公園 [公園],36,3
think,tar,公園 [マナー],36,4
think,sub,公園 [シーソー],36,1
think,cue,彫刻 [彫刻],36,2
think,tar,彫刻 [ダイヤ],36,4
think,sub,彫刻 [ナイフ],36,1
think,cue,新年 [新年],36,1
think,tar,新年 [ニュース],36,5
think,sub,新年 [モチつき],36,1
think,cue,洞窟 [洞窟],36,2
think,tar,洞窟 [コンパス],36,5
think,sub,洞窟 [こうもり],36,1
nothink,cue,学校 [学校],36,3
nothink,tar,学校 [あじさい],36,1
nothink,sub,学校 [チャイム],36,4
nothink,cue,郵便 [郵便],36,1
nothink,tar,郵便 [はさみ],36,1
nothink,sub,郵便 [ポスト],36,5
nothink,cue,雪国 [雪国],36,2
nothink,tar,雪国 [カレー],36,1
nothink,sub,雪国 [ストーブ],36,5
nothink,cue,地球 [地球],36,2
nothink,tar,地球 [メートル],36,1
nothink,sub,地球 [マグマ],36,5
nothink,cue,漫才 [漫才],36,1
nothink,tar,漫才 [チケット],36,1
nothink,sub,漫才 [ギャグ],36,4
nothink,cue,浴衣 [浴衣],36,2
nothink,tar,浴衣 [おんぶ],36,2
nothink,sub,浴衣 [うちわ],36,4
nothink,cue,手品 [手品],36,2
nothink,tar,手品 [テーブル],36,1
nothink,sub,手品 [トリック],36,5
nothink,cue,餃子 [餃子],36,2
nothink,tar,餃子 [レンジ],36,1
nothink,sub,餃子 [にんにく],36,4
nothink,cue,銭湯 [銭湯],36,2
nothink,tar,銭湯 [バケツ],36,1
nothink,sub,銭湯 [サウナ],36,5
nothink,cue,香水 [香水],36,1
nothink,tar,香水 [ズボン],36,1
nothink,sub,香水 [スプレー],36,5
nothink,cue,真夏 [真夏],36,2
nothink,tar,真夏 [うどん],36,1
nothink,sub,真夏 [プール],36,3
nothink,cue,都会 [都会],36,2
nothink,tar,都会 [ジャズ],36,2
nothink,sub,都会 [ビル],36,4
