ID,condition,learning,target_recall,sub_recall,participant
1,baseline,0,0,NA,23
2,baseline,1,1,NA,23
3,baseline,0,0,NA,23
4,baseline,1,1,NA,23
5,baseline,1,1,NA,23
6,baseline,1,1,NA,23
7,baseline,1,1,NA,23
8,baseline,1,1,NA,23
9,baseline,1,1,NA,23
10,baseline,1,1,NA,23
11,baseline,1,1,NA,23
12,baseline,1,1,NA,23
13,nothink,1,1,1,23
14,nothink,1,1,1,23
15,nothink,1,1,1,23
16,nothink,1,1,1,23
17,nothink,1,1,1,23
18,nothink,1,1,0,23
19,nothink,1,1,1,23
20,nothink,1,1,1,23
21,nothink,1,1,1,23
22,nothink,1,1,1,23
23,nothink,1,1,1,23
24,nothink,1,0,1,23
25,think,1,1,NA,23
26,think,1,1,NA,23
27,think,1,1,NA,23
28,think,1,1,NA,23
29,think,0,0,NA,23
30,think,1,1,NA,23
31,think,1,1,NA,23
32,think,1,1,NA,23
33,think,1,1,NA,23
34,think,1,1,NA,23
35,think,1,1,NA,23
36,think,1,1,NA,23
