status,type,words,participant,rate
think,cue,電車 [電車],21,4
think,tar,電車 [カップル],21,5
think,sub,電車 [レール],21,1
think,cue,雨雲 [雨雲],21,4
think,tar,雨雲 [トラック],21,4
think,sub,雨雲 [あられ],21,1
think,cue,満月 [満月],21,5
think,tar,満月 [ミサイル],21,5
think,sub,満月 [クレーター],21,1
think,cue,網戸 [網戸],21,5
think,tar,網戸 [とんぼ],21,5
think,sub,網戸 [カーテン],21,1
think,cue,舞台 [舞台],21,5
think,tar,舞台 [とんかち],21,5
think,sub,舞台 [オペラ],21,1
think,cue,旅行 [旅行],21,5
think,tar,旅行 [ビール],21,5
think,sub,旅行 [ホテル],21,1
think,cue,面接 [面接],21,5
think,tar,面接 [おなか],21,5
think,sub,面接 [アルバイト],21,1
think,cue,王様 [王様],21,4
think,tar,王様 [カジノ],21,5
think,sub,王様 [マント],21,2
think,cue,公園 [公園],21,5
think,tar,公園 [マナー],21,5
think,sub,公園 [シーソー],21,2
think,cue,彫刻 [彫刻],21,5
think,tar,彫刻 [ダイヤ],21,5
think,sub,彫刻 [ナイフ],21,1
think,cue,新年 [新年],21,5
think,tar,新年 [ニュース],21,5
think,sub,新年 [モチつき],21,1
think,cue,洞窟 [洞窟],21,4
think,tar,洞窟 [コンパス],21,5
think,sub,洞窟 [こうもり],21,1
nothink,cue,屋台 [屋台],21,5
nothink,tar,屋台 [まぐろ],21,3
nothink,sub,屋台 [おしぼり],21,1
nothink,cue,競走 [競走],21,5
nothink,tar,競走 [うさぎ],21,3
nothink,sub,競走 [ゼッケン],21,4
nothink,cue,財布 [財布],21,5
nothink,tar,財布 [ワニ],21,3
nothink,sub,財布 [カード],21,3
nothink,cue,野宿 [野宿],21,5
nothink,tar,野宿 [カラス],21,3
nothink,sub,野宿 [テント],21,3
nothink,cue,映画 [映画],21,5
nothink,tar,映画 [カフェ],21,3
nothink,sub,映画 [フィルム],21,3
nothink,cue,登山 [登山],21,5
nothink,tar,登山 [ラジオ],21,3
nothink,sub,登山 [アルプス],21,3
nothink,cue,砂漠 [砂漠],21,5
nothink,tar,砂漠 [ゴルフ],21,3
nothink,sub,砂漠 [オアシス],21,2
nothink,cue,油絵 [油絵],21,5
nothink,tar,油絵 [ローマ],21,3
nothink,sub,油絵 [デッサン],21,1
nothink,cue,缶詰 [缶詰],21,5
nothink,tar,缶詰 [バナナ],21,3
nothink,sub,缶詰 [リサイクル],21,3
nothink,cue,幼児 [幼児],21,5
nothink,tar,幼児 [ピアノ],21,3
nothink,sub,幼児 [おしゃぶり],21,3
nothink,cue,和室 [和室],21,5
nothink,tar,和室 [ろうそく],21,3
nothink,sub,和室 [ふすま],21,4
nothink,cue,坊主 [坊主],21,5
nothink,tar,坊主 [ほくろ],21,3
nothink,sub,坊主 [バリカン],21,3
