status,type,words,participant,rate
nothink,cue,電車 [電車],18,4
nothink,tar,電車 [カップル],18,4
nothink,sub,電車 [レール],18,4
nothink,cue,雨雲 [雨雲],18,4
nothink,tar,雨雲 [トラック],18,5
nothink,sub,雨雲 [あられ],18,3
nothink,cue,満月 [満月],18,4
nothink,tar,満月 [ミサイル],18,5
nothink,sub,満月 [クレーター],18,3
nothink,cue,網戸 [網戸],18,4
nothink,tar,網戸 [とんぼ],18,4
nothink,sub,網戸 [カーテン],18,4
nothink,cue,舞台 [舞台],18,4
nothink,tar,舞台 [とんかち],18,4
nothink,sub,舞台 [オペラ],18,3
nothink,cue,旅行 [旅行],18,4
nothink,tar,旅行 [ビール],18,2
nothink,sub,旅行 [ホテル],18,4
nothink,cue,面接 [面接],18,4
nothink,tar,面接 [おなか],18,5
nothink,sub,面接 [アルバイト],18,4
nothink,cue,王様 [王様],18,3
nothink,tar,王様 [カジノ],18,4
nothink,sub,王様 [マント],18,3
nothink,cue,公園 [公園],18,4
nothink,tar,公園 [マナー],18,5
nothink,sub,公園 [シーソー],18,4
nothink,cue,彫刻 [彫刻],18,3
nothink,tar,彫刻 [ダイヤ],18,4
nothink,sub,彫刻 [ナイフ],18,4
nothink,cue,新年 [新年],18,4
nothink,tar,新年 [ニュース],18,5
nothink,sub,新年 [モチつき],18,4
nothink,cue,洞窟 [洞窟],18,4
nothink,tar,洞窟 [コンパス],18,3
nothink,sub,洞窟 [こうもり],18,4
think,cue,学校 [学校],18,4
think,tar,学校 [あじさい],18,4
think,sub,学校 [チャイム],18,1
think,cue,郵便 [郵便],18,4
think,tar,郵便 [はさみ],18,4
think,sub,郵便 [ポスト],18,2
think,cue,雪国 [雪国],18,5
think,tar,雪国 [カレー],18,4
think,sub,雪国 [ストーブ],18,1
think,cue,地球 [地球],18,4
think,tar,地球 [メートル],18,4
think,sub,地球 [マグマ],18,1
think,cue,漫才 [漫才],18,4
think,tar,漫才 [チケット],18,4
think,sub,漫才 [ギャグ],18,2
think,cue,浴衣 [浴衣],18,4
think,tar,浴衣 [おんぶ],18,2
think,sub,浴衣 [うちわ],18,3
think,cue,手品 [手品],18,3
think,tar,手品 [テーブル],18,4
think,sub,手品 [トリック],18,1
think,cue,餃子 [餃子],18,4
think,tar,餃子 [レンジ],18,2
think,sub,餃子 [にんにく],18,1
think,cue,銭湯 [銭湯],18,4
think,tar,銭湯 [バケツ],18,4
think,sub,銭湯 [サウナ],18,1
think,cue,香水 [香水],18,4
think,tar,香水 [ズボン],18,5
think,sub,香水 [スプレー],18,1
think,cue,真夏 [真夏],18,4
think,tar,真夏 [うどん],18,4
think,sub,真夏 [プール],18,1
think,cue,都会 [都会],18,4
think,tar,都会 [ジャズ],18,4
think,sub,都会 [ビル],18,2
