status,type,words,participant,rate
nothink,cue,郵便 [郵便],13,4
nothink,tar,郵便 [はさみ],13,2
nothink,sub,郵便 [ポスト],13,3
nothink,cue,学校 [学校],13,5
nothink,tar,学校 [あじさい],13,3
nothink,sub,学校 [チャイム],13,3
nothink,cue,雪国 [雪国],13,4
nothink,tar,雪国 [カレー],13,3
nothink,sub,雪国 [ストーブ],13,3
nothink,cue,地球 [地球],13,4
nothink,tar,地球 [メートル],13,2
nothink,sub,地球 [マグマ],13,3
nothink,cue,漫才 [漫才],13,5
nothink,tar,漫才 [チケット],13,2
nothink,sub,漫才 [ギャグ],13,3
nothink,cue,浴衣 [浴衣],13,5
nothink,tar,浴衣 [おんぶ],13,3
nothink,sub,浴衣 [うちわ],13,4
nothink,cue,手品 [手品],13,5
nothink,tar,手品 [テーブル],13,4
nothink,sub,手品 [トリック],13,4
nothink,cue,餃子 [餃子],13,5
nothink,tar,餃子 [レンジ],13,3
nothink,sub,餃子 [にんにく],13,3
nothink,cue,銭湯 [銭湯],13,4
nothink,tar,銭湯 [バケツ],13,3
nothink,sub,銭湯 [サウナ],13,2
nothink,cue,香水 [香水],13,4
nothink,tar,香水 [ズボン],13,3
nothink,sub,香水 [スプレー],13,2
nothink,cue,真夏 [真夏],13,4
nothink,tar,真夏 [うどん],13,2
nothink,sub,真夏 [プール],13,3
nothink,cue,都会 [都会],13,4
nothink,tar,都会 [ジャズ],13,2
nothink,sub,都会 [ビル],13,3
think,cue,屋台 [屋台],13,5
think,tar,屋台 [まぐろ],13,4
think,sub,屋台 [おしぼり],13,1
think,cue,競走 [競走],13,5
think,tar,競走 [うさぎ],13,4
think,sub,競走 [ゼッケン],13,1
think,cue,財布 [財布],13,3
think,tar,財布 [ワニ],13,4
think,sub,財布 [カード],13,1
think,cue,野宿 [野宿],13,5
think,tar,野宿 [カラス],13,4
think,sub,野宿 [テント],13,3
think,cue,映画 [映画],13,4
think,tar,映画 [カフェ],13,3
think,sub,映画 [フィルム],13,1
think,cue,登山 [登山],13,4
think,tar,登山 [ラジオ],13,2
think,sub,登山 [アルプス],13,2
think,cue,砂漠 [砂漠],13,4
think,tar,砂漠 [ゴルフ],13,4
think,sub,砂漠 [オアシス],13,1
think,cue,油絵 [油絵],13,4
think,tar,油絵 [ローマ],13,3
think,sub,油絵 [デッサン],13,1
think,cue,缶詰 [缶詰],13,5
think,tar,缶詰 [バナナ],13,3
think,sub,缶詰 [リサイクル],13,1
think,cue,幼児 [幼児],13,4
think,tar,幼児 [ピアノ],13,3
think,sub,幼児 [おしゃぶり],13,1
think,cue,和室 [和室],13,5
think,tar,和室 [ろうそく],13,3
think,sub,和室 [ふすま],13,1
think,cue,坊主 [坊主],13,4
think,tar,坊主 [ほくろ],13,3
think,sub,坊主 [バリカン],13,1
