ID,condition,learning,target_recall,sub_recall,participant
1,baseline,1,1,NA,35
2,baseline,1,1,NA,35
3,baseline,1,1,NA,35
4,baseline,1,1,NA,35
5,baseline,1,1,NA,35
6,baseline,1,1,NA,35
7,baseline,1,1,NA,35
8,baseline,1,1,NA,35
9,baseline,1,1,NA,35
10,baseline,1,1,NA,35
11,baseline,1,1,NA,35
12,baseline,1,1,NA,35
13,nothink,1,1,0,35
14,nothink,1,1,1,35
15,nothink,1,1,1,35
16,nothink,1,1,1,35
17,nothink,1,1,1,35
18,nothink,1,1,1,35
19,nothink,1,1,1,35
20,nothink,1,1,1,35
21,nothink,1,1,1,35
22,nothink,1,1,1,35
23,nothink,1,1,1,35
24,nothink,1,1,1,35
25,think,1,1,NA,35
26,think,1,1,NA,35
27,think,1,1,NA,35
28,think,1,1,NA,35
29,think,1,1,NA,35
30,think,1,1,NA,35
31,think,1,1,NA,35
32,think,1,1,NA,35
33,think,1,1,NA,35
34,think,1,1,NA,35
35,think,1,1,NA,35
36,think,1,1,NA,35
