status,type,words,participant,rate
nothink,cue,郵便 [郵便],2,4
nothink,tar,郵便 [はさみ],2,3
nothink,sub,郵便 [ポスト],2,5
nothink,cue,学校 [学校],2,4
nothink,tar,学校 [あじさい],2,2
nothink,sub,学校 [チャイム],2,5
nothink,cue,雪国 [雪国],2,4
nothink,tar,雪国 [カレー],2,1
nothink,sub,雪国 [ストーブ],2,5
nothink,cue,地球 [地球],2,4
nothink,tar,地球 [メートル],2,3
nothink,sub,地球 [マグマ],2,5
nothink,cue,漫才 [漫才],2,4
nothink,tar,漫才 [チケット],2,3
nothink,sub,漫才 [ギャグ],2,5
nothink,cue,浴衣 [浴衣],2,4
nothink,tar,浴衣 [おんぶ],2,2
nothink,sub,浴衣 [うちわ],2,5
nothink,cue,手品 [手品],2,4
nothink,tar,手品 [テーブル],2,3
nothink,sub,手品 [トリック],2,5
nothink,cue,餃子 [餃子],2,4
nothink,tar,餃子 [レンジ],2,2
nothink,sub,餃子 [にんにく],2,5
nothink,cue,銭湯 [銭湯],2,4
nothink,tar,銭湯 [バケツ],2,3
nothink,sub,銭湯 [サウナ],2,5
nothink,cue,香水 [香水],2,3
nothink,tar,香水 [ズボン],2,1
nothink,sub,香水 [スプレー],2,5
nothink,cue,真夏 [真夏],2,4
nothink,tar,真夏 [うどん],2,2
nothink,sub,真夏 [プール],2,5
nothink,cue,都会 [都会],2,3
nothink,tar,都会 [ジャズ],2,1
nothink,sub,都会 [ビル],2,5
think,cue,屋台 [屋台],2,4
think,tar,屋台 [まぐろ],2,5
think,sub,屋台 [おしぼり],2,1
think,cue,競走 [競走],2,4
think,tar,競走 [うさぎ],2,5
think,sub,競走 [ゼッケン],2,1
think,cue,財布 [財布],2,2
think,tar,財布 [ワニ],2,4
think,sub,財布 [カード],2,1
think,cue,野宿 [野宿],2,4
think,tar,野宿 [カラス],2,1
think,sub,野宿 [テント],2,1
think,cue,映画 [映画],2,3
think,tar,映画 [カフェ],2,5
think,sub,映画 [フィルム],2,1
think,cue,登山 [登山],2,4
think,tar,登山 [ラジオ],2,5
think,sub,登山 [アルプス],2,1
think,cue,砂漠 [砂漠],2,4
think,tar,砂漠 [ゴルフ],2,5
think,sub,砂漠 [オアシス],2,1
think,cue,油絵 [油絵],2,3
think,tar,油絵 [ローマ],2,1
think,sub,油絵 [デッサン],2,1
think,cue,缶詰 [缶詰],2,5
think,tar,缶詰 [バナナ],2,1
think,sub,缶詰 [リサイクル],2,1
think,cue,幼児 [幼児],2,4
think,tar,幼児 [ピアノ],2,5
think,sub,幼児 [おしゃぶり],2,1
think,cue,和室 [和室],2,4
think,tar,和室 [ろうそく],2,5
think,sub,和室 [ふすま],2,1
think,cue,坊主 [坊主],2,4
think,tar,坊主 [ほくろ],2,5
think,sub,坊主 [バリカン],2,1
