status,type,words,participant,rate
nothink,cue,電車 [電車],4,1
nothink,tar,電車 [カップル],4,2
nothink,sub,電車 [レール],4,5
nothink,cue,雨雲 [雨雲],4,1
nothink,tar,雨雲 [トラック],4,2
nothink,sub,雨雲 [あられ],4,5
nothink,cue,満月 [満月],4,1
nothink,tar,満月 [ミサイル],4,3
nothink,sub,満月 [クレーター],4,4
nothink,cue,網戸 [網戸],4,1
nothink,tar,網戸 [とんぼ],4,3
nothink,sub,網戸 [カーテン],4,5
nothink,cue,舞台 [舞台],4,1
nothink,tar,舞台 [とんかち],4,1
nothink,sub,舞台 [オペラ],4,5
nothink,cue,旅行 [旅行],4,1
nothink,tar,旅行 [ビール],4,2
nothink,sub,旅行 [ホテル],4,5
nothink,cue,面接 [面接],4,1
nothink,tar,面接 [おなか],4,1
nothink,sub,面接 [アルバイト],4,5
nothink,cue,王様 [王様],4,1
nothink,tar,王様 [カジノ],4,2
nothink,sub,王様 [マント],4,5
nothink,cue,公園 [公園],4,1
nothink,tar,公園 [マナー],4,4
nothink,sub,公園 [シーソー],4,4
nothink,cue,彫刻 [彫刻],4,1
nothink,tar,彫刻 [ダイヤ],4,2
nothink,sub,彫刻 [ナイフ],4,5
nothink,cue,新年 [新年],4,1
nothink,tar,新年 [ニュース],4,3
nothink,sub,新年 [モチつき],4,5
nothink,cue,洞窟 [洞窟],4,1
nothink,tar,洞窟 [コンパス],4,2
nothink,sub,洞窟 [こうもり],4,5
think,cue,屋台 [屋台],4,1
think,tar,屋台 [まぐろ],4,4
think,sub,屋台 [おしぼり],4,1
think,cue,競走 [競走],4,1
think,tar,競走 [うさぎ],4,5
think,sub,競走 [ゼッケン],4,1
think,cue,財布 [財布],4,1
think,tar,財布 [ワニ],4,5
think,sub,財布 [カード],4,1
think,cue,野宿 [野宿],4,1
think,tar,野宿 [カラス],4,5
think,sub,野宿 [テント],4,1
think,cue,映画 [映画],4,1
think,tar,映画 [カフェ],4,4
think,sub,映画 [フィルム],4,3
think,cue,登山 [登山],4,1
think,tar,登山 [ラジオ],4,5
think,sub,登山 [アルプス],4,1
think,cue,砂漠 [砂漠],4,1
think,tar,砂漠 [ゴルフ],4,5
think,sub,砂漠 [オアシス],4,1
think,cue,油絵 [油絵],4,1
think,tar,油絵 [ローマ],4,5
think,sub,油絵 [デッサン],4,1
think,cue,缶詰 [缶詰],4,1
think,tar,缶詰 [バナナ],4,5
think,sub,缶詰 [リサイクル],4,1
think,cue,幼児 [幼児],4,2
think,tar,幼児 [ピアノ],4,4
think,sub,幼児 [おしゃぶり],4,1
think,cue,和室 [和室],4,1
think,tar,和室 [ろうそく],4,5
think,sub,和室 [ふすま],4,1
think,cue,坊主 [坊主],4,1
think,tar,坊主 [ほくろ],4,5
think,sub,坊主 [バリカン],4,1
