status,type,words,participant,rate
think,cue,電車 [電車],35,1
think,tar,電車 [カップル],35,5
think,sub,電車 [レール],35,1
think,cue,雨雲 [雨雲],35,1
think,tar,雨雲 [トラック],35,5
think,sub,雨雲 [あられ],35,1
think,cue,満月 [満月],35,1
think,tar,満月 [ミサイル],35,5
think,sub,満月 [クレーター],35,1
think,cue,網戸 [網戸],35,1
think,tar,網戸 [とんぼ],35,5
think,sub,網戸 [カーテン],35,1
think,cue,舞台 [舞台],35,1
think,tar,舞台 [とんかち],35,5
think,sub,舞台 [オペラ],35,1
think,cue,旅行 [旅行],35,1
think,tar,旅行 [ビール],35,5
think,sub,旅行 [ホテル],35,1
think,cue,面接 [面接],35,1
think,tar,面接 [おなか],35,5
think,sub,面接 [アルバイト],35,1
think,cue,王様 [王様],35,2
think,tar,王様 [カジノ],35,5
think,sub,王様 [マント],35,1
think,cue,公園 [公園],35,1
think,tar,公園 [マナー],35,5
think,sub,公園 [シーソー],35,1
think,cue,彫刻 [彫刻],35,1
think,tar,彫刻 [ダイヤ],35,5
think,sub,彫刻 [ナイフ],35,1
think,cue,新年 [新年],35,1
think,tar,新年 [ニュース],35,5
think,sub,新年 [モチつき],35,1
think,cue,洞窟 [洞窟],35,1
think,tar,洞窟 [コンパス],35,4
think,sub,洞窟 [こうもり],35,1
nothink,cue,学校 [学校],35,5
nothink,tar,学校 [あじさい],35,1
nothink,sub,学校 [チャイム],35,1
nothink,cue,郵便 [郵便],35,4
nothink,tar,郵便 [はさみ],35,1
nothink,sub,郵便 [ポスト],35,1
nothink,cue,雪国 [雪国],35,5
nothink,tar,雪国 [カレー],35,1
nothink,sub,雪国 [ストーブ],35,1
nothink,cue,地球 [地球],35,4
nothink,tar,地球 [メートル],35,2
nothink,sub,地球 [マグマ],35,1
nothink,cue,漫才 [漫才],35,5
nothink,tar,漫才 [チケット],35,1
nothink,sub,漫才 [ギャグ],35,1
nothink,cue,浴衣 [浴衣],35,3
nothink,tar,浴衣 [おんぶ],35,2
nothink,sub,浴衣 [うちわ],35,1
nothink,cue,手品 [手品],35,5
nothink,tar,手品 [テーブル],35,1
nothink,sub,手品 [トリック],35,1
nothink,cue,餃子 [餃子],35,4
nothink,tar,餃子 [レンジ],35,1
nothink,sub,餃子 [にんにく],35,1
nothink,cue,銭湯 [銭湯],35,4
nothink,tar,銭湯 [バケツ],35,1
nothink,sub,銭湯 [サウナ],35,3
nothink,cue,香水 [香水],35,4
nothink,tar,香水 [ズボン],35,2
nothink,sub,香水 [スプレー],35,1
nothink,cue,真夏 [真夏],35,5
nothink,tar,真夏 [うどん],35,1
nothink,sub,真夏 [プール],35,1
nothink,cue,都会 [都会],35,5
nothink,tar,都会 [ジャズ],35,1
nothink,sub,都会 [ビル],35,1
