status,type,words,participant,rate
nothink,cue,電車 [電車],30,3
nothink,tar,電車 [カップル],30,4
nothink,sub,電車 [レール],30,4
nothink,cue,雨雲 [雨雲],30,1
nothink,tar,雨雲 [トラック],30,2
nothink,sub,雨雲 [あられ],30,3
nothink,cue,満月 [満月],30,3
nothink,tar,満月 [ミサイル],30,4
nothink,sub,満月 [クレーター],30,4
nothink,cue,網戸 [網戸],30,2
nothink,tar,網戸 [とんぼ],30,4
nothink,sub,網戸 [カーテン],30,4
nothink,cue,舞台 [舞台],30,2
nothink,tar,舞台 [とんかち],30,4
nothink,sub,舞台 [オペラ],30,4
nothink,cue,旅行 [旅行],30,1
nothink,tar,旅行 [ビール],30,2
nothink,sub,旅行 [ホテル],30,4
nothink,cue,面接 [面接],30,2
nothink,tar,面接 [おなか],30,4
nothink,sub,面接 [アルバイト],30,4
nothink,cue,王様 [王様],30,1
nothink,tar,王様 [カジノ],30,4
nothink,sub,王様 [マント],30,4
nothink,cue,公園 [公園],30,2
nothink,tar,公園 [マナー],30,4
nothink,sub,公園 [シーソー],30,4
nothink,cue,彫刻 [彫刻],30,2
nothink,tar,彫刻 [ダイヤ],30,4
nothink,sub,彫刻 [ナイフ],30,4
nothink,cue,新年 [新年],30,2
nothink,tar,新年 [ニュース],30,4
nothink,sub,新年 [モチつき],30,4
nothink,cue,洞窟 [洞窟],30,1
nothink,tar,洞窟 [コンパス],30,3
nothink,sub,洞窟 [こうもり],30,4
think,cue,学校 [学校],30,2
think,tar,学校 [あじさい],30,4
think,sub,学校 [チャイム],30,1
think,cue,郵便 [郵便],30,2
think,tar,郵便 [はさみ],30,4
think,sub,郵便 [ポスト],30,1
think,cue,雪国 [雪国],30,2
think,tar,雪国 [カレー],30,4
think,sub,雪国 [ストーブ],30,1
think,cue,地球 [地球],30,3
think,tar,地球 [メートル],30,4
think,sub,地球 [マグマ],30,1
think,cue,漫才 [漫才],30,2
think,tar,漫才 [チケット],30,4
think,sub,漫才 [ギャグ],30,1
think,cue,浴衣 [浴衣],30,2
think,tar,浴衣 [おんぶ],30,4
think,sub,浴衣 [うちわ],30,1
think,cue,手品 [手品],30,2
think,tar,手品 [テーブル],30,4
think,sub,手品 [トリック],30,1
think,cue,餃子 [餃子],30,2
think,tar,餃子 [レンジ],30,4
think,sub,餃子 [にんにく],30,1
think,cue,銭湯 [銭湯],30,2
think,tar,銭湯 [バケツ],30,4
think,sub,銭湯 [サウナ],30,1
think,cue,香水 [香水],30,2
think,tar,香水 [ズボン],30,4
think,sub,香水 [スプレー],30,1
think,cue,真夏 [真夏],30,3
think,tar,真夏 [うどん],30,4
think,sub,真夏 [プール],30,1
think,cue,都会 [都会],30,2
think,tar,都会 [ジャズ],30,4
think,sub,都会 [ビル],30,1
