status,type,words,participant,rate
think,cue,電車 [電車],24,5
think,tar,電車 [カップル],24,5
think,sub,電車 [レール],24,1
think,cue,雨雲 [雨雲],24,5
think,tar,雨雲 [トラック],24,5
think,sub,雨雲 [あられ],24,1
think,cue,満月 [満月],24,5
think,tar,満月 [ミサイル],24,5
think,sub,満月 [クレーター],24,1
think,cue,網戸 [網戸],24,5
think,tar,網戸 [とんぼ],24,5
think,sub,網戸 [カーテン],24,1
think,cue,舞台 [舞台],24,5
think,tar,舞台 [とんかち],24,5
think,sub,舞台 [オペラ],24,1
think,cue,旅行 [旅行],24,5
think,tar,旅行 [ビール],24,5
think,sub,旅行 [ホテル],24,1
think,cue,面接 [面接],24,5
think,tar,面接 [おなか],24,5
think,sub,面接 [アルバイト],24,1
think,cue,王様 [王様],24,5
think,tar,王様 [カジノ],24,5
think,sub,王様 [マント],24,1
think,cue,公園 [公園],24,5
think,tar,公園 [マナー],24,5
think,sub,公園 [シーソー],24,1
think,cue,彫刻 [彫刻],24,5
think,tar,彫刻 [ダイヤ],24,5
think,sub,彫刻 [ナイフ],24,1
think,cue,新年 [新年],24,5
think,tar,新年 [ニュース],24,5
think,sub,新年 [モチつき],24,1
think,cue,洞窟 [洞窟],24,5
think,tar,洞窟 [コンパス],24,5
think,sub,洞窟 [こうもり],24,1
nothink,cue,学校 [学校],24,5
nothink,tar,学校 [あじさい],24,4
nothink,sub,学校 [チャイム],24,5
nothink,cue,郵便 [郵便],24,5
nothink,tar,郵便 [はさみ],24,4
nothink,sub,郵便 [ポスト],24,5
nothink,cue,雪国 [雪国],24,5
nothink,tar,雪国 [カレー],24,5
nothink,sub,雪国 [ストーブ],24,5
nothink,cue,地球 [地球],24,5
nothink,tar,地球 [メートル],24,5
nothink,sub,地球 [マグマ],24,5
nothink,cue,漫才 [漫才],24,5
nothink,tar,漫才 [チケット],24,5
nothink,sub,漫才 [ギャグ],24,5
nothink,cue,浴衣 [浴衣],24,5
nothink,tar,浴衣 [おんぶ],24,5
nothink,sub,浴衣 [うちわ],24,5
nothink,cue,手品 [手品],24,5
nothink,tar,手品 [テーブル],24,5
nothink,sub,手品 [トリック],24,5
nothink,cue,餃子 [餃子],24,5
nothink,tar,餃子 [レンジ],24,4
nothink,sub,餃子 [にんにく],24,5
nothink,cue,銭湯 [銭湯],24,3
nothink,tar,銭湯 [バケツ],24,5
nothink,sub,銭湯 [サウナ],24,5
nothink,cue,香水 [香水],24,5
nothink,tar,香水 [ズボン],24,5
nothink,sub,香水 [スプレー],24,5
nothink,cue,真夏 [真夏],24,5
nothink,tar,真夏 [うどん],24,5
nothink,sub,真夏 [プール],24,5
nothink,cue,都会 [都会],24,5
nothink,tar,都会 [ジャズ],24,5
nothink,sub,都会 [ビル],24,5
