status,type,words,participant,rate
nothink,cue,郵便 [郵便],14,5
nothink,tar,郵便 [はさみ],14,5
nothink,sub,郵便 [ポスト],14,5
nothink,cue,学校 [学校],14,5
nothink,tar,学校 [あじさい],14,4
nothink,sub,学校 [チャイム],14,5
nothink,cue,雪国 [雪国],14,5
nothink,tar,雪国 [カレー],14,5
nothink,sub,雪国 [ストーブ],14,5
nothink,cue,地球 [地球],14,5
nothink,tar,地球 [メートル],14,4
nothink,sub,地球 [マグマ],14,5
nothink,cue,漫才 [漫才],14,5
nothink,tar,漫才 [チケット],14,1
nothink,sub,漫才 [ギャグ],14,5
nothink,cue,浴衣 [浴衣],14,5
nothink,tar,浴衣 [おんぶ],14,5
nothink,sub,浴衣 [うちわ],14,5
nothink,cue,手品 [手品],14,5
nothink,tar,手品 [テーブル],14,5
nothink,sub,手品 [トリック],14,5
nothink,cue,餃子 [餃子],14,5
nothink,tar,餃子 [レンジ],14,5
nothink,sub,餃子 [にんにく],14,5
nothink,cue,銭湯 [銭湯],14,5
nothink,tar,銭湯 [バケツ],14,4
nothink,sub,銭湯 [サウナ],14,5
nothink,cue,香水 [香水],14,4
nothink,tar,香水 [ズボン],14,4
nothink,sub,香水 [スプレー],14,5
nothink,cue,真夏 [真夏],14,5
nothink,tar,真夏 [うどん],14,5
nothink,sub,真夏 [プール],14,5
nothink,cue,都会 [都会],14,5
nothink,tar,都会 [ジャズ],14,2
nothink,sub,都会 [ビル],14,5
think,cue,屋台 [屋台],14,5
think,tar,屋台 [まぐろ],14,5
think,sub,屋台 [おしぼり],14,1
think,cue,競走 [競走],14,5
think,tar,競走 [うさぎ],14,5
think,sub,競走 [ゼッケン],14,1
think,cue,財布 [財布],14,5
think,tar,財布 [ワニ],14,5
think,sub,財布 [カード],14,1
think,cue,野宿 [野宿],14,5
think,tar,野宿 [カラス],14,5
think,sub,野宿 [テント],14,1
think,cue,映画 [映画],14,5
think,tar,映画 [カフェ],14,5
think,sub,映画 [フィルム],14,3
think,cue,登山 [登山],14,5
think,tar,登山 [ラジオ],14,5
think,sub,登山 [アルプス],14,1
think,cue,砂漠 [砂漠],14,5
think,tar,砂漠 [ゴルフ],14,5
think,sub,砂漠 [オアシス],14,1
think,cue,油絵 [油絵],14,5
think,tar,油絵 [ローマ],14,4
think,sub,油絵 [デッサン],14,3
think,cue,缶詰 [缶詰],14,5
think,tar,缶詰 [バナナ],14,5
think,sub,缶詰 [リサイクル],14,1
think,cue,幼児 [幼児],14,5
think,tar,幼児 [ピアノ],14,5
think,sub,幼児 [おしゃぶり],14,1
think,cue,和室 [和室],14,5
think,tar,和室 [ろうそく],14,5
think,sub,和室 [ふすま],14,1
think,cue,坊主 [坊主],14,4
think,tar,坊主 [ほくろ],14,5
think,sub,坊主 [バリカン],14,1
