status,type,words,participant,rate
think,cue,電車 [電車],9,2
think,tar,電車 [カップル],9,5
think,sub,電車 [レール],9,1
think,cue,雨雲 [雨雲],9,2
think,tar,雨雲 [トラック],9,5
think,sub,雨雲 [あられ],9,1
think,cue,満月 [満月],9,2
think,tar,満月 [ミサイル],9,5
think,sub,満月 [クレーター],9,1
think,cue,網戸 [網戸],9,3
think,tar,網戸 [とんぼ],9,5
think,sub,網戸 [カーテン],9,1
think,cue,舞台 [舞台],9,2
think,tar,舞台 [とんかち],9,5
think,sub,舞台 [オペラ],9,1
think,cue,旅行 [旅行],9,3
think,tar,旅行 [ビール],9,5
think,sub,旅行 [ホテル],9,1
think,cue,面接 [面接],9,2
think,tar,面接 [おなか],9,5
think,sub,面接 [アルバイト],9,1
think,cue,王様 [王様],9,3
think,tar,王様 [カジノ],9,5
think,sub,王様 [マント],9,1
think,cue,公園 [公園],9,2
think,tar,公園 [マナー],9,5
think,sub,公園 [シーソー],9,1
think,cue,彫刻 [彫刻],9,2
think,tar,彫刻 [ダイヤ],9,5
think,sub,彫刻 [ナイフ],9,1
think,cue,新年 [新年],9,3
think,tar,新年 [ニュース],9,5
think,sub,新年 [モチつき],9,1
think,cue,洞窟 [洞窟],9,2
think,tar,洞窟 [コンパス],9,5
think,sub,洞窟 [こうもり],9,1
nothink,cue,屋台 [屋台],9,5
nothink,tar,屋台 [まぐろ],9,3
nothink,sub,屋台 [おしぼり],9,4
nothink,cue,競走 [競走],9,5
nothink,tar,競走 [うさぎ],9,1
nothink,sub,競走 [ゼッケン],9,1
nothink,cue,財布 [財布],9,5
nothink,tar,財布 [ワニ],9,3
nothink,sub,財布 [カード],9,2
nothink,cue,野宿 [野宿],9,5
nothink,tar,野宿 [カラス],9,1
nothink,sub,野宿 [テント],9,2
nothink,cue,映画 [映画],9,5
nothink,tar,映画 [カフェ],9,3
nothink,sub,映画 [フィルム],9,3
nothink,cue,登山 [登山],9,5
nothink,tar,登山 [ラジオ],9,1
nothink,sub,登山 [アルプス],9,4
nothink,cue,砂漠 [砂漠],9,5
nothink,tar,砂漠 [ゴルフ],9,3
nothink,sub,砂漠 [オアシス],9,3
nothink,cue,油絵 [油絵],9,5
nothink,tar,油絵 [ローマ],9,2
nothink,sub,油絵 [デッサン],9,4
nothink,cue,缶詰 [缶詰],9,5
nothink,tar,缶詰 [バナナ],9,4
nothink,sub,缶詰 [リサイクル],9,3
nothink,cue,幼児 [幼児],9,5
nothink,tar,幼児 [ピアノ],9,2
nothink,sub,幼児 [おしゃぶり],9,2
nothink,cue,和室 [和室],9,5
nothink,tar,和室 [ろうそく],9,2
nothink,sub,和室 [ふすま],9,2
nothink,cue,坊主 [坊主],9,5
nothink,tar,坊主 [ほくろ],9,3
nothink,sub,坊主 [バリカン],9,3
