status,type,words,participant,rate
nothink,cue,郵便 [郵便],25,5
nothink,tar,郵便 [はさみ],25,2
nothink,sub,郵便 [ポスト],25,2
nothink,cue,学校 [学校],25,5
nothink,tar,学校 [あじさい],25,1
nothink,sub,学校 [チャイム],25,2
nothink,cue,雪国 [雪国],25,5
nothink,tar,雪国 [カレー],25,1
nothink,sub,雪国 [ストーブ],25,1
nothink,cue,地球 [地球],25,5
nothink,tar,地球 [メートル],25,1
nothink,sub,地球 [マグマ],25,1
nothink,cue,漫才 [漫才],25,5
nothink,tar,漫才 [チケット],25,2
nothink,sub,漫才 [ギャグ],25,2
nothink,cue,浴衣 [浴衣],25,5
nothink,tar,浴衣 [おんぶ],25,1
nothink,sub,浴衣 [うちわ],25,2
nothink,cue,手品 [手品],25,5
nothink,tar,手品 [テーブル],25,3
nothink,sub,手品 [トリック],25,3
nothink,cue,餃子 [餃子],25,5
nothink,tar,餃子 [レンジ],25,1
nothink,sub,餃子 [にんにく],25,1
nothink,cue,銭湯 [銭湯],25,5
nothink,tar,銭湯 [バケツ],25,1
nothink,sub,銭湯 [サウナ],25,1
nothink,cue,香水 [香水],25,5
nothink,tar,香水 [ズボン],25,2
nothink,sub,香水 [スプレー],25,3
nothink,cue,真夏 [真夏],25,5
nothink,tar,真夏 [うどん],25,1
nothink,sub,真夏 [プール],25,2
nothink,cue,都会 [都会],25,5
nothink,tar,都会 [ジャズ],25,1
nothink,sub,都会 [ビル],25,2
think,cue,屋台 [屋台],25,4
think,tar,屋台 [まぐろ],25,5
think,sub,屋台 [おしぼり],25,1
think,cue,競走 [競走],25,3
think,tar,競走 [うさぎ],25,5
think,sub,競走 [ゼッケン],25,1
think,cue,財布 [財布],25,5
think,tar,財布 [ワニ],25,5
think,sub,財布 [カード],25,1
think,cue,野宿 [野宿],25,4
think,tar,野宿 [カラス],25,5
think,sub,野宿 [テント],25,1
think,cue,映画 [映画],25,4
think,tar,映画 [カフェ],25,5
think,sub,映画 [フィルム],25,1
think,cue,登山 [登山],25,4
think,tar,登山 [ラジオ],25,5
think,sub,登山 [アルプス],25,1
think,cue,砂漠 [砂漠],25,3
think,tar,砂漠 [ゴルフ],25,5
think,sub,砂漠 [オアシス],25,1
think,cue,油絵 [油絵],25,4
think,tar,油絵 [ローマ],25,3
think,sub,油絵 [デッサン],25,1
think,cue,缶詰 [缶詰],25,4
think,tar,缶詰 [バナナ],25,5
think,sub,缶詰 [リサイクル],25,1
think,cue,幼児 [幼児],25,4
think,tar,幼児 [ピアノ],25,5
think,sub,幼児 [おしゃぶり],25,1
think,cue,和室 [和室],25,4
think,tar,和室 [ろうそく],25,5
think,sub,和室 [ふすま],25,1
think,cue,坊主 [坊主],25,4
think,tar,坊主 [ほくろ],25,5
think,sub,坊主 [バリカン],25,1
