item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.463999032974,incong,1,0.849,1.166,15
2,ピアノ,think,1,1,NA,0.480046033859,incong,1,2.433,0.909,15
3,ニュース,think,1,1,NA,0.447467088699,cong,1,0.844,0.872,15
4,カップル,think,1,1,NA,0.463041782379,cong,1,0.656,0.879,15
5,ローマ,think,1,1,NA,0.496982097626,incong,1,0.92,NA,15
6,トラック,think,1,1,NA,0.513885974884,incong,1,0.772,NA,15
7,マナー,think,1,1,NA,0.513937950134,cong,1,1.069,1.002,15
8,カジノ,think,1,1,NA,0.51336312294,cong,1,1.165,0.854,15
9,ワニ,think,1,1,NA,0.53070807457,incong,1,0.998,0.944,15
10,おんぶ,think,1,1,NA,0.481096982956,incong,1,0.952,NA,15
11,ムード,think,1,1,NA,0.514189004898,cong,1,0.874,0.996,15
12,ろうそく,think,1,1,NA,0.564095973969,cong,1,1.056,1.046,15
13,モデル,baseline,1,1,NA,0.497084140778,incong,1,0.872,0.894,15
14,まぐろ,baseline,1,1,NA,0.581029891968,incong,1,0.972,NA,15
15,スーツ,baseline,1,1,NA,0.497267007828,cong,1,0.709,0.99,15
16,とんぼ,baseline,1,1,NA,0.480952978134,cong,1,0.898,0.897,15
17,カレー,baseline,1,1,NA,0.531017065048,incong,1,1.125,1.091,15
18,ダイヤ,baseline,1,1,NA,0.531054973602,incong,1,0.901,NA,15
19,ラジオ,baseline,1,1,NA,0.561882972717,cong,1,1.112,1.308,15
20,ベランダ,baseline,1,1,NA,0.531007051468,cong,1,1.14,1.187,15
21,ジャズ,baseline,1,1,NA,0.464247941971,incong,1,0.978,0.854,15
22,ビール,baseline,1,1,NA,0.531553983688,incong,1,1.02,1.622,15
23,コンパス,baseline,1,1,NA,0.464241981506,cong,1,0.825,0.803,15
24,ゴルフ,baseline,1,1,NA,0.38037109375,cong,1,1.308,0.92,15
25,ほくろ,nothink,1,1,1,0.497317075729,incong,1,0.829,1.951,15
26,テーブル,nothink,1,1,1,0.463746070862,incong,1,0.851,1.177,15
27,メートル,nothink,1,1,1,0.48054599762,cong,1,0.856,0.929,15
28,レンジ,nothink,1,1,1,0.463965892792,cong,1,0.923,1.256,15
29,あじさい,nothink,1,1,1,0.49747300148,incong,1,0.885,NA,15
30,はさみ,nothink,1,1,1,0.497949838638,incong,1,0.82,1.069,15
31,しゃもじ,nothink,1,1,1,0.447682142258,cong,1,0.901,1.236,15
32,バナナ,nothink,1,1,1,0.463989973068,cong,1,0.975,1.133,15
33,バケツ,nothink,1,1,0,0.514146089554,incong,1,1.413,1.08,15
34,うさぎ,nothink,1,1,0,0.46330499649,incong,1,1.007,1.568,15
35,うどん,nothink,1,1,1,0.530839920044,cong,1,1.096,1.261,15
36,カラス,nothink,1,1,1,0.497543096542,cong,1,0.869,NA,15
