participant,ID,substitute,sub_corr,sub_rt
7,1,ランチ,1,1.681
7,2,おしゃぶり,1,1.649
7,3,モチつき,1,0.738
7,4,レール,1,0.938
7,5,デッサン,1,1.277
7,6,あられ,1,2.853
7,7,シーソー,1,1.108
7,8,マント,1,1.863
7,9,カード,1,1.231
7,10,うちわ,1,1.051
7,11,フィルム,1,1.969
7,12,ふすま,1,1.747
