item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.480811834335,cong,1,1.335,0.93,2
2,ピアノ,think,1,1,NA,0.530716896057,cong,1,0.882,0.721,2
3,ニュース,think,1,1,NA,0.530641078949,incong,1,0.688,0.694,2
4,カップル,think,1,1,NA,0.447255134583,incong,0,0.754,0.89,2
5,ローマ,think,1,1,NA,0.930642127991,cong,1,0.742,0.945,2
6,トラック,think,1,1,NA,0.764095067978,cong,1,0.71,1.015,2
7,マナー,think,1,1,NA,0.530873060226,incong,1,1.176,1.265,2
8,カジノ,think,1,1,NA,0.514042854309,incong,1,1.054,0.891,2
9,ワニ,think,1,1,NA,0.464311122894,cong,1,0.824,0.923,2
10,おんぶ,think,1,1,NA,0.514088869095,cong,1,0.879,0.873,2
11,ムード,think,1,1,NA,0.614166975021,incong,1,1.517,1.327,2
12,ろうそく,think,1,1,NA,0.513828992844,incong,1,1.179,0.851,2
13,モデル,nothink,1,1,1,0.528960943222,cong,1,0.867,1.353,2
14,まぐろ,nothink,1,1,1,0.580905914307,cong,1,1.107,1.867,2
15,スーツ,nothink,1,1,1,0.547731161118,incong,1,0.982,1.27,2
16,とんぼ,nothink,1,1,1,0.630738019943,incong,1,0.873,1.174,2
17,カレー,nothink,1,1,1,0.830314874649,cong,1,0.686,1.279,2
18,ダイヤ,nothink,1,1,1,0.630624055862,cong,1,0.879,1.155,2
19,ラジオ,nothink,1,1,1,0.59551692009,incong,1,0.827,1.931,2
20,ベランダ,nothink,1,1,1,0.680927991867,incong,1,1.29,1.689,2
21,ジャズ,nothink,1,1,1,0.596906900406,cong,1,1.006,1.389,2
22,ビール,nothink,1,1,1,0.513549089432,cong,1,1.186,1.387,2
23,コンパス,nothink,1,1,1,0.514271974564,incong,1,0.915,1.191,2
24,ゴルフ,nothink,1,1,1,0.730480909348,incong,1,1.253,1.614,2
25,ほくろ,baseline,1,1,NA,0.530774116516,cong,1,0.716,0.765,2
26,テーブル,baseline,1,1,NA,0.414049863815,cong,1,0.828,0.847,2
27,メートル,baseline,1,1,NA,0.564342021942,incong,1,0.979,1.076,2
28,レンジ,baseline,1,1,NA,0.58067393302899994,incong,0,0.946,0.867,2
29,あじさい,baseline,1,1,NA,0.778367042542,cong,1,0.81,1.229,2
30,はさみ,baseline,1,1,NA,0.44727396965,cong,1,0.715,1.238,2
31,しゃもじ,baseline,1,1,NA,0.847482919693,incong,1,0.699,0.824,2
32,バナナ,baseline,1,1,NA,0.797045946121,incong,1,0.749,0.803,2
33,バケツ,baseline,1,1,NA,0.713869094849,cong,1,0.888,1.018,2
34,うさぎ,baseline,1,1,NA,0.564105987549,cong,1,0.784,0.9,2
35,うどん,baseline,1,1,NA,0.647420167923,incong,1,0.72,0.942,2
36,カラス,baseline,1,1,NA,0.697129964828,incong,1,0.743,0.797,2
