participant,ID,substitute,sub_corr,sub_rt
10,1,ランチ,1,0.926
10,2,おしゃぶり,1,1.139
10,3,モチつき,1,0.906
10,4,レール,1,1.082
10,5,デッサン,1,1.139
10,6,あられ,1,0.802
10,7,シーソー,0,NA
10,8,マント,1,0.897
10,9,カード,1,1.157
10,10,うちわ,1,1.174
10,11,フィルム,1,0.8
10,12,ふすま,1,1.026
