participant,ID,substitute,sub_corr,sub_rt
9,1,ランチ,1,1.308
9,2,おしゃぶり,1,1.13
9,3,モチつき,1,1.239
9,4,レール,1,0.849
9,5,デッサン,1,1.262
9,6,あられ,0,NA
9,7,シーソー,1,1.232
9,8,マント,1,1.266
9,9,カード,1,1.514
9,10,うちわ,1,0.919
9,11,フィルム,1,1.497
9,12,ふすま,1,1.025
