participant,ID,substitute,sub_corr,sub_rt
20,1,ランチ,1,1.037
20,2,おしゃぶり,1,0.819
20,3,モチつき,1,0.887
20,4,レール,1,1.147
20,5,デッサン,1,1.07
20,6,あられ,1,0.932
20,7,シーソー,1,1.298
20,8,マント,1,0.62
20,9,カード,1,0.932
20,10,うちわ,1,1.216
20,11,フィルム,1,1.441
20,12,ふすま,1,2.395
