participant,ID,substitute,sub_corr,sub_rt
32,1,ランチ,1,0.824
32,2,おしゃぶり,1,1.546
32,3,モチつき,1,1.193
32,4,レール,1,0.591
32,5,デッサン,1,0.675
32,6,あられ,1,1.033
32,7,シーソー,1,1.193
32,8,マント,1,1.807
32,9,カード,1,1.631
32,10,うちわ,1,0.88
32,11,フィルム,1,0.973
32,12,ふすま,1,1.237
