item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.564247131348,cong,0,0.649,0.765,35
2,ピアノ,baseline,1,1,NA,0.563999891281,cong,0,0.695,0.788,35
3,ニュース,baseline,1,1,NA,0.497606992722,incong,0,0.627,0.738,35
4,カップル,baseline,1,1,NA,0.431106805801,incong,0,1.965,1.58,35
5,ローマ,baseline,1,1,NA,0.528950929642,cong,0,0.653,0.693,35
6,トラック,baseline,1,1,NA,0.563909053802,cong,0,0.975,1.528,35
7,マナー,baseline,1,1,NA,0.495434045792,incong,0,1.72,1.634,35
8,カジノ,baseline,1,1,NA,0.547286987305,incong,0,0.713,0.781,35
9,ワニ,baseline,1,1,NA,0.564015865326,cong,0,0.638,0.678,35
10,おんぶ,baseline,1,1,NA,0.53075003624,cong,0,0.904,1.313,35
11,ムード,baseline,1,1,NA,0.414268016815,incong,0,0.628,1.702,35
12,ろうそく,baseline,1,1,NA,0.529523134232,incong,0,0.963,1.057,35
13,モデル,nothink,1,1,1,0.530981063843,cong,0,0.842,1.113,35
14,まぐろ,nothink,1,1,1,0.480885028839,cong,0,0.668,1.937,35
15,スーツ,nothink,1,1,1,0.530738115311,incong,0,0.662,1.316,35
16,とんぼ,nothink,1,1,1,0.597387075424,incong,0,0.708,1.499,35
17,カレー,nothink,1,1,1,0.447603940964,cong,0,0.702,0.684,35
18,ダイヤ,nothink,1,1,1,0.530686855316,cong,0,0.681,0.864,35
19,ラジオ,nothink,0,1,1,0.530786037445,incong,0,NA,1.28,35
20,ベランダ,nothink,1,1,1,0.547634840012,incong,0,0.885,0.934,35
21,ジャズ,nothink,1,1,1,0.480956792831,cong,0,0.758,1.294,35
22,ビール,nothink,1,1,1,0.614239215851,cong,0,1.363,1.587,35
23,コンパス,nothink,1,0,1,0.514050006866,incong,0,1.131,NA,35
24,ゴルフ,nothink,1,1,1,0.664080142975,incong,0,0.771,0.823,35
25,ほくろ,think,1,1,NA,0.597486972809,cong,0,1.457,1.199,35
26,テーブル,think,1,1,NA,0.530643939972,cong,0,0.684,0.765,35
27,メートル,think,1,1,NA,0.547123908997,incong,0,0.691,0.781,35
28,レンジ,think,1,1,NA,0.497202157974,incong,0,0.824,0.707,35
29,あじさい,think,1,1,NA,0.581122875214,cong,0,0.978,0.719,35
30,はさみ,think,1,1,NA,0.497547864914,cong,0,1.127,0.673,35
31,しゃもじ,think,1,1,NA,0.513868093491,incong,0,0.641,1,35
32,バナナ,think,1,1,NA,0.48078918457000003,incong,0,0.66,0.664,35
33,バケツ,think,1,1,NA,0.564290046692,cong,0,1.039,0.734,35
34,うさぎ,think,1,1,NA,0.514250993729,cong,0,0.794,0.744,35
35,うどん,think,1,1,NA,1.21426606178,incong,0,0.944,1.285,35
36,カラス,think,1,1,NA,0.581000089645,incong,0,1.424,0.613,35
