item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.413869857788,incong,1,0.787,0.892,23
2,ピアノ,baseline,1,1,NA,0.413866996765,incong,1,0.899,1.561,23
3,ニュース,baseline,1,1,NA,0.514421224594,cong,1,0.75,0.682,23
4,カップル,baseline,1,1,NA,0.44756102562,cong,1,0.804,1.807,23
5,ローマ,baseline,1,1,NA,0.464053153992,incong,1,0.757,0.715,23
6,トラック,baseline,1,1,NA,0.430620908737,incong,1,0.815,0.836,23
7,マナー,baseline,1,1,NA,0.380677938461,cong,1,0.751,1.083,23
8,カジノ,baseline,1,1,NA,0.380529880524,cong,1,0.795,0.742,23
9,ワニ,baseline,1,1,NA,0.597594976425,incong,1,0.756,1.091,23
10,おんぶ,baseline,1,1,NA,0.514137983322,incong,1,0.75,0.873,23
11,ムード,baseline,1,1,NA,0.478410959244,cong,1,1.188,0.931,23
12,ろうそく,baseline,1,1,NA,0.430796146393,cong,1,0.8,1.176,23
13,モデル,nothink,1,1,1,0.580890893936,incong,1,1.028,1.697,23
14,まぐろ,nothink,1,1,1,0.430752038956,incong,1,0.864,1.027,23
15,スーツ,nothink,1,1,1,0.514133930206,cong,1,0.827,0.812,23
16,とんぼ,nothink,1,1,1,0.581133127213,cong,1,0.832,0.948,23
17,カレー,nothink,1,1,1,0.530790090561,incong,1,1.11,0.915,23
18,ダイヤ,nothink,1,1,1,0.396888017654,incong,1,0.873,1.12,23
19,ラジオ,nothink,1,1,0,0.464119195938,cong,1,1.135,0.86,23
20,ベランダ,nothink,1,1,1,0.43070101738,cong,1,0.996,1.047,23
21,ジャズ,nothink,1,1,1,0.39745092392,incong,1,0.733,1.007,23
22,ビール,nothink,1,1,1,0.363771915436,incong,1,0.928,1.181,23
23,コンパス,nothink,1,1,1,0.447816848755,cong,1,1.099,1.152,23
24,ゴルフ,nothink,1,1,1,0.514224052429,cong,1,0.966,1.137,23
25,ほくろ,think,1,1,NA,0.43032002449,incong,1,0.781,1.135,23
26,テーブル,think,1,1,NA,0.428802013397,incong,1,0.741,0.728,23
27,メートル,think,1,1,NA,0.364025115967,cong,1,0.739,0.813,23
28,レンジ,think,1,1,NA,0.481029033661,cong,1,0.799,0.794,23
29,あじさい,think,1,1,NA,0.447896003723,incong,0,0.925,0.853,23
30,はさみ,think,1,1,NA,0.51421713829,incong,1,0.722,0.834,23
31,しゃもじ,think,1,1,NA,0.397453069687,cong,1,0.844,0.654,23
32,バナナ,think,1,1,NA,0.73063492775,cong,1,0.739,0.748,23
33,バケツ,think,1,1,NA,0.481064081192,incong,1,1.322,1.3,23
34,うさぎ,think,1,1,NA,0.464081048965,incong,1,1.238,0.753,23
35,うどん,think,1,1,NA,0.36345911026,cong,1,1.062,0.959,23
36,カラス,think,1,1,NA,0.58087682724,cong,1,0.925,0.83,23
