participant,ID,substitute,sub_corr,sub_rt
25,13,スプレー,1,1.443
25,14,おしぼり,1,1.679
25,15,ギャグ,1,1.54
25,16,カーテン,1,1.605
25,17,ストーブ,1,1.639
25,18,ナイフ,1,1.264
25,19,アルプス,1,2.384
25,20,クレーター,0,NA
25,21,ビル,1,1.246
25,22,ホテル,1,1.52
25,23,こうもり,1,1.525
25,24,オアシス,1,1.415
