item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.480939149857,cong,0,1.389,1.361,30
2,ピアノ,baseline,0,0,NA,0.447344064713,cong,0,NA,NA,30
3,ニュース,baseline,1,1,NA,0.630560159683,incong,0,0.751,0.895,30
4,カップル,baseline,1,1,NA,0.478858947754,incong,1,0.772,1.593,30
5,ローマ,baseline,1,1,NA,0.480990886688,cong,0,0.751,1.005,30
6,トラック,baseline,1,1,NA,0.613759994507,cong,0,0.878,0.913,30
7,マナー,baseline,1,1,NA,0.464272975922,incong,0,1.422,2.148,30
8,カジノ,baseline,1,1,NA,1.79722714424,incong,0,1.183,1.32,30
9,ワニ,baseline,1,1,NA,0.464123010635,cong,0,0.865,1.057,30
10,おんぶ,baseline,1,1,NA,0.531235933304,cong,0,0.821,0.982,30
11,ムード,baseline,1,1,NA,0.580018043518,incong,0,1.201,1.47,30
12,ろうそく,baseline,1,1,NA,0.595849990845,incong,0,0.822,1.004,30
13,モデル,think,1,1,NA,0.480884075165,cong,0,1.026,1.181,30
14,まぐろ,think,1,1,NA,0.61413192749,cong,0,1.097,1.197,30
15,スーツ,think,1,1,NA,0.79689002037,incong,1,0.81,0.767,30
16,とんぼ,think,1,1,NA,0.514003992081,incong,0,0.821,0.861,30
17,カレー,think,1,1,NA,0.94776892662,cong,0,1.004,1.129,30
18,ダイヤ,think,1,1,NA,0.464028835297,cong,1,1.302,1.474,30
19,ラジオ,think,1,1,NA,0.497506141663,incong,0,1.596,1.09,30
20,ベランダ,think,1,1,NA,0.497503995895,incong,0,0.816,1.054,30
21,ジャズ,think,1,1,NA,1.06395602226,cong,0,1.168,1.663,30
22,ビール,think,1,1,NA,0.597265005112,cong,0,1.231,1.266,30
23,コンパス,think,1,1,NA,0.864070177078,incong,0,1.243,1.054,30
24,ゴルフ,think,1,1,NA,0.564127922058,incong,0,1.275,1.454,30
25,ほくろ,nothink,1,1,1,0.447535037994,cong,0,0.788,2.728,30
26,テーブル,nothink,1,1,1,0.680909156799,cong,1,0.881,1.119,30
27,メートル,nothink,1,1,1,0.430839061737,incong,0,1.008,2.098,30
28,レンジ,nothink,1,1,1,0.530961990356,incong,1,0.919,2.445,30
29,あじさい,nothink,1,1,1,0.514113903046,cong,0,1.012,1.769,30
30,はさみ,nothink,1,1,1,0.56419301033,cong,0,0.959,1.485,30
31,しゃもじ,nothink,1,1,1,0.680751800537,incong,0,0.915,1.038,30
32,バナナ,nothink,1,1,1,0.647459983826,incong,0,0.759,1.24,30
33,バケツ,nothink,1,1,1,0.414121866226,cong,0,0.978,1.338,30
34,うさぎ,nothink,1,1,1,0.580775022507,cong,0,0.858,1.231,30
35,うどん,nothink,1,1,1,0.580406904221,incong,0,0.939,1.202,30
36,カラス,nothink,1,1,1,0.481090068817,incong,1,1.199,1.949,30
