participant,ID,substitute,sub_corr,sub_rt
14,13,スプレー,1,0.752
14,14,おしぼり,1,1.198
14,15,ギャグ,1,0.928
14,16,カーテン,1,1.365
14,17,ストーブ,1,1.235
14,18,ナイフ,1,0.997
14,19,アルプス,1,1.531
14,20,クレーター,1,0.785
14,21,ビル,1,0.727
14,22,ホテル,1,1.246
14,23,こうもり,1,1.375
14,24,オアシス,1,1.347
