item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.597592115402,incong,1,0.917,1.53,19
2,ピアノ,nothink,1,1,1,0.528744935989,incong,1,0.708,1.182,19
3,ニュース,nothink,1,1,1,0.480695962906,cong,1,0.759,1.127,19
4,カップル,nothink,1,1,1,0.561649084091,cong,1,0.958,1.891,19
5,ローマ,nothink,1,1,1,0.564385890961,incong,1,1.162,1.548,19
6,トラック,nothink,1,1,1,0.497505903244,incong,1,0.739,1.151,19
7,マナー,nothink,1,1,0,0.547262907028,cong,1,0.974,0.801,19
8,カジノ,nothink,1,1,1,0.514307022095,cong,1,0.936,1.658,19
9,ワニ,nothink,1,1,1,0.414412021637,incong,0,1.35,1.219,19
10,おんぶ,nothink,1,1,1,0.480669021606,incong,1,0.809,1.071,19
11,ムード,nothink,1,1,1,0.580752849579,cong,1,0.826,1.155,19
12,ろうそく,nothink,1,1,1,0.497420787811,cong,1,0.923,0.872,19
13,モデル,think,1,1,NA,0.531095981598,incong,1,0.695,0.742,19
14,まぐろ,think,1,1,NA,0.445452928543,incong,1,0.876,1.302,19
15,スーツ,think,1,1,NA,0.464159011841,cong,1,0.664,0.76,19
16,とんぼ,think,1,1,NA,0.613816976547,cong,1,0.882,0.937,19
17,カレー,think,1,1,NA,0.513938903809,incong,1,1.143,0.744,19
18,ダイヤ,think,0,1,NA,0.564090967178,incong,1,NA,1.135,19
19,ラジオ,think,1,1,NA,0.497581958771,cong,1,0.754,0.77,19
20,ベランダ,think,1,1,NA,0.530794858932,cong,1,1.028,0.875,19
21,ジャズ,think,1,1,NA,0.464099168777,incong,1,0.749,0.72,19
22,ビール,think,1,1,NA,0.497406005859,incong,1,0.949,0.88,19
23,コンパス,think,1,1,NA,0.630545854568,cong,1,1.251,0.998,19
24,ゴルフ,think,1,1,NA,0.497323036194,cong,1,0.823,0.952,19
25,ほくろ,baseline,1,1,NA,0.580053091049,incong,1,0.729,0.843,19
26,テーブル,baseline,1,1,NA,0.462338924408,incong,1,1.05,0.805,19
27,メートル,baseline,1,1,NA,0.481173992157,cong,1,0.754,0.754,19
28,レンジ,baseline,1,1,NA,0.397444963455,cong,0,0.761,0.923,19
29,あじさい,baseline,1,1,NA,0.497259140015,incong,1,0.793,0.828,19
30,はさみ,baseline,1,1,NA,0.73094201088,incong,1,0.887,1.149,19
31,しゃもじ,baseline,1,1,NA,0.547046899796,cong,1,0.709,0.89,19
32,バナナ,baseline,1,1,NA,0.563764095306,cong,1,0.68,0.785,19
33,バケツ,baseline,1,1,NA,0.530910968781,incong,1,0.972,0.951,19
34,うさぎ,baseline,1,1,NA,0.481182813644,incong,1,0.758,0.797,19
35,うどん,baseline,1,1,NA,0.527687072754,cong,1,0.705,0.716,19
36,カラス,baseline,1,1,NA,0.514208078384,cong,1,0.827,1.264,19
