participant,ID,substitute,sub_corr,sub_rt
17,25,バリカン,0,NA
17,26,トリック,1,2.861
17,27,マグマ,0,NA
17,28,にんにく,1,2.351
17,29,チャイム,1,1.431
17,30,ポスト,1,0.904
17,31,おみくじ,1,1.525
17,32,リサイクル,0,NA
17,33,サウナ,1,1.088
17,34,ゼッケン,1,2.715
17,35,プール,1,1.626
17,36,テント,1,1.61
