participant,ID,substitute,sub_corr,sub_rt
30,25,バリカン,1,1.109
30,26,トリック,1,1.01
30,27,マグマ,1,1.111
30,28,にんにく,1,0.775
30,29,チャイム,1,1.511
30,30,ポスト,1,0.765
30,31,おみくじ,1,1.988
30,32,リサイクル,1,0.933
30,33,サウナ,1,1.934
30,34,ゼッケン,1,1.025
30,35,プール,1,1.825
30,36,テント,1,1.138
