item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.38089799881,cong,0,0.756,2.158,34
2,ピアノ,nothink,1,1,1,0.397390842438,cong,0,1.256,1.382,34
3,ニュース,nothink,1,1,1,0.38073515892,incong,0,1.093,2.263,34
4,カップル,nothink,1,1,1,0.513912916183,incong,0,0.677,1.292,34
5,ローマ,nothink,1,1,1,0.64766907692,cong,0,1.278,1.362,34
6,トラック,nothink,1,1,1,0.39741897583,cong,0,1.659,1.432,34
7,マナー,nothink,1,1,1,0.480730056763,incong,0,1.201,2.243,34
8,カジノ,nothink,1,1,1,0.647609949112,incong,0,0.683,1.062,34
9,ワニ,nothink,1,1,1,0.39745593071,cong,0,1.057,2.358,34
10,おんぶ,nothink,1,0,1,0.480546951294,cong,0,1.805,NA,34
11,ムード,nothink,1,1,1,0.431044101715,incong,0,1.051,1.43,34
12,ろうそく,nothink,1,1,1,0.397351026535,incong,0,0.955,1.398,34
13,モデル,baseline,1,1,NA,0.513939857483,cong,0,1.32,1.334,34
14,まぐろ,baseline,1,1,NA,0.447479963303,cong,0,0.908,0.873,34
15,スーツ,baseline,1,1,NA,0.414314985275,incong,0,0.741,0.857,34
16,とんぼ,baseline,1,1,NA,0.497164964676,incong,0,1.601,2.374,34
17,カレー,baseline,1,1,NA,0.364133119583,cong,0,0.933,1.095,34
18,ダイヤ,baseline,1,1,NA,0.497076034546,cong,0,0.889,1.187,34
19,ラジオ,baseline,1,1,NA,0.38055896759,incong,0,0.994,3,34
20,ベランダ,baseline,1,1,NA,0.497700929642,incong,0,1.203,2.038,34
21,ジャズ,baseline,1,1,NA,0.497382879257,cong,0,0.78,0.83,34
22,ビール,baseline,1,1,NA,0.397372961044,cong,0,1.151,1.873,34
23,コンパス,baseline,1,1,NA,0.313946962357,incong,0,0.801,0.977,34
24,ゴルフ,baseline,1,1,NA,0.380768060684,incong,0,0.794,0.772,34
25,ほくろ,think,1,1,NA,0.497769117355,cong,0,0.81,1.509,34
26,テーブル,think,1,1,NA,0.44736790657,cong,0,1.18,1.375,34
27,メートル,think,1,1,NA,0.480798959732,incong,0,0.857,0.918,34
28,レンジ,think,1,1,NA,0.547302007675,incong,0,1.374,1.07,34
29,あじさい,think,1,1,NA,0.414346933365,cong,0,0.821,1.033,34
30,はさみ,think,1,1,NA,0.428731918335,cong,0,1.137,1.131,34
31,しゃもじ,think,1,1,NA,0.397407054901,incong,0,1.089,1.81,34
32,バナナ,think,1,1,NA,0.464380979538,incong,0,1.156,0.837,34
33,バケツ,think,1,1,NA,0.364007949829,cong,0,1.394,1.486,34
34,うさぎ,think,1,1,NA,0.463891029358,cong,0,0.879,0.799,34
35,うどん,think,1,1,NA,0.431180953979,incong,0,0.934,1.471,34
36,カラス,think,1,1,NA,0.428849935532,incong,0,1.261,1.611,34
