participant,ID,substitute,sub_corr,sub_rt
46,1,ランチ,1,0.674
46,2,おしゃぶり,1,0.982
46,3,モチつき,1,1.227
46,4,レール,1,0.696
46,5,デッサン,1,0.793
46,6,あられ,1,0.824
46,7,シーソー,1,1.875
46,8,マント,1,0.671
46,9,カード,1,0.664
46,10,うちわ,1,1.239
46,11,フィルム,1,2.221
46,12,ふすま,0,NA
