participant,ID,substitute,sub_corr,sub_rt
11,13,スプレー,1,1.009
11,14,おしぼり,1,1.146
11,15,ギャグ,1,0.847
11,16,カーテン,1,1.172
11,17,ストーブ,0,NA
11,18,ナイフ,1,1.29
11,19,アルプス,1,2.135
11,20,クレーター,1,1.398
11,21,ビル,1,1.142
11,22,ホテル,1,1.064
11,23,こうもり,1,1.27
11,24,オアシス,1,0.98
