participant,ID,substitute,sub_corr,sub_rt
33,1,ランチ,1,1.726
33,2,おしゃぶり,1,1.264
33,3,モチつき,1,1.296
33,4,レール,1,1.243
33,5,デッサン,1,1.329
33,6,あられ,1,1.284
33,7,シーソー,1,1.746
33,8,マント,1,1.806
33,9,カード,1,1.565
33,10,うちわ,1,1.246
33,11,フィルム,1,0.952
33,12,ふすま,1,1.872
