participant,ID,substitute,sub_corr,sub_rt
34,1,ランチ,1,1.12
34,2,おしゃぶり,1,0.895
34,3,モチつき,1,1.082
34,4,レール,1,1.519
34,5,デッサン,1,1.48
34,6,あられ,1,1.418
34,7,シーソー,1,0.921
34,8,マント,1,1.193
34,9,カード,1,0.699
34,10,うちわ,1,0.957
34,11,フィルム,1,1.033
34,12,ふすま,1,1.36
