item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.447482824326,cong,1,1.205,1.61,1
2,ピアノ,think,1,1,NA,0.54736995697,cong,1,0.999,0.747,1
3,ニュース,think,1,1,NA,0.430809020996,incong,1,0.767,0.682,1
4,カップル,think,1,1,NA,0.48123383522,incong,1,1.139,2.047,1
5,ローマ,think,1,1,NA,0.44745016098,cong,1,0.708,0.785,1
6,トラック,think,1,1,NA,0.464149951935,cong,1,0.823,1.195,1
7,マナー,think,1,1,NA,0.464447975159,incong,1,1.212,2.041,1
8,カジノ,think,1,1,NA,0.480293035507,incong,1,1.352,0.995,1
9,ワニ,think,1,1,NA,0.413985967636,cong,1,0.755,0.81,1
10,おんぶ,think,1,1,NA,0.431071043015,cong,1,1.129,1.102,1
11,ムード,think,1,1,NA,0.514219999313,incong,1,1.049,1.011,1
12,ろうそく,think,1,1,NA,0.714304924011,incong,1,0.98,0.875,1
13,モデル,nothink,1,1,1,1.03025007248,cong,1,0.883,2.334,1
14,まぐろ,nothink,1,1,1,0.43061208725,cong,1,0.823,1.627,1
15,スーツ,nothink,1,1,1,0.463991165161,incong,1,0.775,1.582,1
16,とんぼ,nothink,1,1,1,0.463865995407,incong,1,0.907,0.902,1
17,カレー,nothink,1,1,0,0.564001083374,cong,1,1.011,1.392,1
18,ダイヤ,nothink,1,1,0,0.563872098923,cong,1,1.038,1.007,1
19,ラジオ,nothink,1,1,1,0.448125123978,incong,1,0.851,1.431,1
20,ベランダ,nothink,1,1,1,0.613948822021,incong,1,1.478,1.524,1
21,ジャズ,nothink,1,1,1,0.51420879364,cong,1,0.836,1.053,1
22,ビール,nothink,1,0,1,0.462081193924,cong,1,1.061,NA,1
23,コンパス,nothink,1,1,1,0.480809926987,incong,1,1.019,1.821,1
24,ゴルフ,nothink,1,1,1,0.514491796494,incong,1,1.67,1.529,1
25,ほくろ,baseline,1,1,NA,0.547321081161,cong,1,1.253,1.583,1
26,テーブル,baseline,1,1,NA,0.464077949524,cong,1,0.716,0.695,1
27,メートル,baseline,1,1,NA,0.564671039581,incong,1,0.679,1.185,1
28,レンジ,baseline,1,1,NA,0.430509090424,incong,1,1.214,1.088,1
29,あじさい,baseline,1,1,NA,0.413843870163,cong,1,0.84,1.38,1
30,はさみ,baseline,1,1,NA,0.530790090561,cong,1,0.959,1.192,1
31,しゃもじ,baseline,1,1,NA,0.414503097534,incong,1,0.851,0.755,1
32,バナナ,baseline,1,1,NA,0.431137084961,incong,1,0.825,0.765,1
33,バケツ,baseline,1,1,NA,0.514058113098,cong,1,2.013,1.426,1
34,うさぎ,baseline,1,1,NA,0.447345972061,cong,1,0.952,0.918,1
35,うどん,baseline,1,1,NA,0.414122104645,incong,1,1.51,1.67,1
36,カラス,baseline,1,1,NA,0.430820941925,incong,0,0.846,0.927,1
