participant,ID,substitute,sub_corr,sub_rt
16,25,バリカン,1,1.397
16,26,トリック,1,1.842
16,27,マグマ,1,0.901
16,28,にんにく,1,1.449
16,29,チャイム,1,0.99
16,30,ポスト,1,1.084
16,31,おみくじ,1,1.444
16,32,リサイクル,1,1.114
16,33,サウナ,0,NA
16,34,ゼッケン,1,1.14
16,35,プール,1,1.277
16,36,テント,1,1.136
