item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.57900595665,incong,0,1.545,1.038,42
2,ピアノ,baseline,1,1,NA,0.58075594902,incong,0,0.682,0.708,42
3,ニュース,baseline,1,1,NA,0.414051055908,cong,0,0.741,0.933,42
4,カップル,baseline,1,1,NA,0.56437587738,cong,0,1.093,0.955,42
5,ローマ,baseline,1,1,NA,0.497741937637,incong,0,1.055,1.3,42
6,トラック,baseline,1,1,NA,0.647456884384,incong,0,1.062,1.036,42
7,マナー,baseline,1,1,NA,0.460986852646,cong,0,1.192,1.613,42
8,カジノ,baseline,1,1,NA,0.447546005249,cong,0,0.889,1.78,42
9,ワニ,baseline,1,1,NA,0.547011137009,incong,0,0.968,0.89,42
10,おんぶ,baseline,1,1,NA,0.578629016876,incong,0,2.216,1.333,42
11,ムード,baseline,1,1,NA,0.447362184525,cong,0,1.755,0.8,42
12,ろうそく,baseline,1,1,NA,0.580555915833,cong,0,0.833,0.904,42
13,モデル,think,1,1,NA,0.614051103592,incong,0,0.741,0.89,42
14,まぐろ,think,1,1,NA,0.547026872635,incong,0,1.046,0.954,42
15,スーツ,think,1,1,NA,0.547717094421,cong,0,0.703,0.734,42
16,とんぼ,think,1,1,NA,0.430861949921,cong,0,1.03,0.805,42
17,カレー,think,1,1,NA,0.580608844757,incong,0,0.785,0.765,42
18,ダイヤ,think,0,0,NA,0.596583127975,incong,0,NA,NA,42
19,ラジオ,think,1,1,NA,0.514065980911,cong,0,2.123,1.216,42
20,ベランダ,think,1,1,NA,0.514097929001,cong,0,1.066,0.845,42
21,ジャズ,think,1,1,NA,0.514181137085,incong,0,0.813,0.864,42
22,ビール,think,1,1,NA,0.497137069702,incong,0,0.891,0.877,42
23,コンパス,think,1,1,NA,0.580652952194,cong,0,1.445,0.83,42
24,ゴルフ,think,1,1,NA,0.430783033371,cong,0,1.289,0.774,42
25,ほくろ,nothink,1,0,1,0.614505052567,incong,0,1.1,NA,42
26,テーブル,nothink,1,1,1,0.495332956314,incong,0,0.814,2.586,42
27,メートル,nothink,1,0,1,0.447610139847,cong,0,1.064,NA,42
28,レンジ,nothink,1,1,1,0.4642598629,cong,0,1.783,1.568,42
29,あじさい,nothink,1,1,1,0.614295959473,incong,0,1.116,1.069,42
30,はさみ,nothink,1,1,1,0.731127023697,incong,0,1.381,3,42
31,しゃもじ,nothink,1,1,1,0.580950021744,cong,0,0.761,1.927,42
32,バナナ,nothink,1,1,1,0.530614852905,cong,0,0.807,1.214,42
33,バケツ,nothink,1,1,1,0.43112111091600003,incong,0,1.564,2.21,42
34,うさぎ,nothink,1,1,1,0.580565929413,incong,0,1.506,2.44,42
35,うどん,nothink,1,0,1,0.764328956604,cong,0,1.375,NA,42
36,カラス,nothink,1,1,1,0.814110994339,cong,0,1.165,2.167,42
