item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.447589159012,cong,1,1.163,1.119,5
2,ピアノ,baseline,1,1,NA,0.530656099319,cong,1,2.203,0.784,5
3,ニュース,baseline,1,1,NA,0.597314119339,incong,1,0.612,0.673,5
4,カップル,baseline,1,1,NA,0.614167928696,incong,1,0.981,1.02,5
5,ローマ,baseline,1,1,NA,0.447528839111,cong,1,0.626,0.71,5
6,トラック,baseline,1,1,NA,0.447371006012,cong,1,0.925,0.732,5
7,マナー,baseline,1,1,NA,0.463989973068,incong,0,0.83,1.429,5
8,カジノ,baseline,1,1,NA,0.513928890228,incong,1,0.994,0.908,5
9,ワニ,baseline,1,1,NA,0.397566080093,cong,1,0.705,0.669,5
10,おんぶ,baseline,1,1,NA,0.479030132294,cong,1,1.038,0.971,5
11,ムード,baseline,1,1,NA,0.497610092163,incong,1,0.785,0.647,5
12,ろうそく,baseline,1,1,NA,0.414193868637,incong,1,0.76,0.761,5
13,モデル,think,1,1,NA,0.447510957718,cong,1,1.156,0.992,5
14,まぐろ,think,0,1,NA,0.447187900543,cong,1,NA,1.08,5
15,スーツ,think,1,1,NA,0.480785131454,incong,1,1.032,0.634,5
16,とんぼ,think,1,1,NA,0.547634124756,incong,1,2.133,0.796,5
17,カレー,think,1,1,NA,0.431020975113,cong,1,0.818,0.699,5
18,ダイヤ,think,1,1,NA,0.430668115616,cong,1,1.302,0.985,5
19,ラジオ,think,0,1,NA,0.464081048965,incong,0,NA,0.797,5
20,ベランダ,think,1,1,NA,0.481102228165,incong,1,1.127,0.756,5
21,ジャズ,think,1,1,NA,0.397798061371,cong,1,0.726,0.66,5
22,ビール,think,1,1,NA,0.564135074615,cong,1,0.691,0.648,5
23,コンパス,think,1,1,NA,0.464349031448,incong,1,1.132,1.207,5
24,ゴルフ,think,1,1,NA,0.514132976532,incong,1,0.793,1.049,5
25,ほくろ,nothink,1,1,1,0.431215047836,cong,1,0.683,0.737,5
26,テーブル,nothink,1,1,1,0.381061077118,cong,1,0.821,1.046,5
27,メートル,nothink,1,1,1,0.581223011017,incong,1,0.781,0.859,5
28,レンジ,nothink,1,1,1,0.497270107269,incong,1,0.729,0.995,5
29,あじさい,nothink,1,1,1,0.43083691597,cong,1,1.243,1.209,5
30,はさみ,nothink,1,1,1,0.463711023331,cong,1,0.683,0.715,5
31,しゃもじ,nothink,1,1,0,0.497494220734,incong,1,0.664,0.869,5
32,バナナ,nothink,1,1,1,0.627405166626,incong,1,0.738,0.78,5
33,バケツ,nothink,1,1,0,0.513869047165,cong,1,1.47,1.301,5
34,うさぎ,nothink,1,1,1,0.614258050919,cong,1,0.7,1.3,5
35,うどん,nothink,1,1,1,0.414198875427,incong,1,0.68,0.749,5
36,カラス,nothink,1,1,1,0.530772924423,incong,1,0.692,1.051,5
