item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.431010007858,cong,0,0.92,0.923,29
2,ピアノ,baseline,1,0,NA,0.497044086456,cong,0,3,NA,29
3,ニュース,baseline,1,1,NA,0.430729150772,incong,0,0.874,1.077,29
4,カップル,baseline,1,1,NA,0.513823986053,incong,0,0.974,1.025,29
5,ローマ,baseline,1,1,NA,0.547678947449,cong,0,0.752,0.81,29
6,トラック,baseline,1,1,NA,0.447236061096,cong,0,1.971,1.144,29
7,マナー,baseline,1,1,NA,0.463933944702,incong,0,1.024,2.163,29
8,カジノ,baseline,1,1,NA,0.497501134872,incong,0,0.91,1.165,29
9,ワニ,baseline,1,1,NA,0.51381278038,cong,0,0.659,0.729,29
10,おんぶ,baseline,1,1,NA,0.530480146408,cong,0,1.759,0.877,29
11,ムード,baseline,1,1,NA,0.380659103394,incong,0,1.017,2.533,29
12,ろうそく,baseline,1,1,NA,0.58069896698,incong,1,0.929,0.805,29
13,モデル,think,1,1,NA,0.463958978653,cong,0,1.061,1.659,29
14,まぐろ,think,0,1,NA,0.397161960602,cong,0,NA,1.428,29
15,スーツ,think,1,1,NA,0.397260904312,incong,1,0.785,1.007,29
16,とんぼ,think,1,1,NA,0.430595874786,incong,0,1.16,1.014,29
17,カレー,think,1,1,NA,0.46409201622,cong,0,0.803,1.014,29
18,ダイヤ,think,1,1,NA,0.430467128754,cong,0,1.337,1.473,29
19,ラジオ,think,1,1,NA,0.547187805176,incong,0,1.308,1.016,29
20,ベランダ,think,1,1,NA,0.480679988861,incong,0,1.059,1.951,29
21,ジャズ,think,1,1,NA,0.464159011841,cong,0,0.755,0.806,29
22,ビール,think,0,0,NA,0.397305011749,cong,1,NA,NA,29
23,コンパス,think,1,1,NA,0.446987867355,incong,0,1.377,1.062,29
24,ゴルフ,think,1,1,NA,0.413841962814,incong,0,0.953,1,29
25,ほくろ,nothink,1,1,1,0.397783994675,cong,0,0.929,1.353,29
26,テーブル,nothink,1,1,1,0.380874872208,cong,0,1.266,1.172,29
27,メートル,nothink,1,1,1,0.414298057556,incong,0,1.014,0.954,29
28,レンジ,nothink,1,1,1,0.364323139191,incong,0,0.731,1.358,29
29,あじさい,nothink,0,0,1,0.396837949753,cong,0,NA,NA,29
30,はさみ,nothink,1,0,1,0.38015294075,cong,0,1.267,NA,29
31,しゃもじ,nothink,1,1,1,0.397578001022,incong,0,0.834,1.256,29
32,バナナ,nothink,1,1,0,0.430918931961,incong,0,0.932,0.877,29
33,バケツ,nothink,1,1,1,0.44749712944,cong,0,1.527,1.647,29
34,うさぎ,nothink,0,0,1,0.480747938156,cong,0,NA,NA,29
35,うどん,nothink,1,1,1,0.430536985397,incong,0,0.933,1.249,29
36,カラス,nothink,1,1,1,0.414124011993,incong,0,0.979,0.934,29
