item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.630800008774,cong,0,0.993,0.816,36
2,ピアノ,baseline,1,1,NA,0.514204025269,cong,0,0.763,1.098,36
3,ニュース,baseline,1,1,NA,0.547237157822,incong,0,0.755,0.704,36
4,カップル,baseline,1,1,NA,0.63077712059,incong,0,0.692,0.86,36
5,ローマ,baseline,1,1,NA,0.563800096512,cong,0,0.753,0.853,36
6,トラック,baseline,1,1,NA,0.51390504837,cong,0,0.885,0.89,36
7,マナー,baseline,1,1,NA,0.5145611763,incong,0,0.722,0.961,36
8,カジノ,baseline,1,1,NA,0.464006900787,incong,0,0.755,0.781,36
9,ワニ,baseline,1,1,NA,0.597539901733,cong,0,0.691,0.697,36
10,おんぶ,baseline,1,1,NA,0.530884981155,cong,0,0.703,0.945,36
11,ムード,baseline,1,1,NA,0.497409105301,incong,0,1.089,0.833,36
12,ろうそく,baseline,1,1,NA,0.547302007675,incong,0,0.75,0.788,36
13,モデル,nothink,1,1,1,0.614187002182,cong,0,0.677,1.227,36
14,まぐろ,nothink,1,1,1,0.547178983688,cong,0,0.856,1.112,36
15,スーツ,nothink,1,1,1,0.597503900528,incong,0,0.825,0.882,36
16,とんぼ,nothink,1,1,1,0.680710077286,incong,0,0.793,1.484,36
17,カレー,nothink,1,1,1,0.56428194046,cong,0,0.721,1.459,36
18,ダイヤ,nothink,1,1,1,0.580806970596,cong,0,0.78,1.9,36
19,ラジオ,nothink,1,1,1,0.563985109329,incong,0,0.771,1.861,36
20,ベランダ,nothink,1,1,1,0.597415924072,incong,0,0.987,1.444,36
21,ジャズ,nothink,0,1,1,0.597151994705,cong,0,NA,1.762,36
22,ビール,nothink,1,1,1,0.597190141678,cong,0,0.757,1.575,36
23,コンパス,nothink,1,1,1,0.414071083069,incong,0,1.052,1.581,36
24,ゴルフ,nothink,1,1,1,0.547497034073,incong,0,2.323,1.593,36
25,ほくろ,think,1,1,NA,0.713990926743,cong,0,0.764,0.93,36
26,テーブル,think,1,1,NA,0.530661821365,cong,0,0.729,0.712,36
27,メートル,think,1,1,NA,0.530828952789,incong,0,0.704,0.751,36
28,レンジ,think,1,1,NA,0.547141075134,incong,0,0.976,0.722,36
29,あじさい,think,1,1,NA,0.863814115524,cong,0,0.797,0.738,36
30,はさみ,think,1,1,NA,0.481094837189,cong,0,0.657,0.747,36
31,しゃもじ,think,1,1,NA,0.563887834549,incong,0,0.802,0.911,36
32,バナナ,think,1,1,NA,0.547151088715,incong,0,0.839,0.717,36
33,バケツ,think,1,1,NA,0.614016771317,cong,0,0.766,0.83,36
34,うさぎ,think,1,1,NA,0.547644853592,cong,0,1.402,0.74,36
35,うどん,think,1,1,NA,0.647036075592,incong,0,0.839,0.815,36
36,カラス,think,1,1,NA,0.580471038818,incong,0,1.08,0.739,36
