participant,ID,substitute,sub_corr,sub_rt
35,13,スプレー,1,0.714
35,14,おしぼり,1,2.862
35,15,ギャグ,1,0.757
35,16,カーテン,1,1.381
35,17,ストーブ,1,2.358
35,18,ナイフ,1,1.336
35,19,アルプス,1,1.53
35,20,クレーター,1,1.922
35,21,ビル,1,1.24
35,22,ホテル,1,0.958
35,23,こうもり,1,0.818
35,24,オアシス,1,1.364
