item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.530592918396,cong,1,1.195,0.795,3
2,ピアノ,think,1,1,NA,0.547832965851,cong,1,2.093,1.193,3
3,ニュース,think,1,1,NA,0.414339065552,incong,1,0.759,0.755,3
4,カップル,think,1,1,NA,0.547601938248,incong,1,2.847,1.833,3
5,ローマ,think,1,1,NA,0.530852079391,cong,1,1.953,0.754,3
6,トラック,think,1,1,NA,0.397219896317,cong,1,0.924,0.735,3
7,マナー,think,1,1,NA,0.547584056854,incong,1,2.488,0.771,3
8,カジノ,think,1,1,NA,0.614151000977,incong,1,1.345,0.847,3
9,ワニ,think,1,1,NA,0.563872098923,cong,1,0.87,0.761,3
10,おんぶ,think,0,1,NA,0.480912208557,cong,1,NA,1.012,3
11,ムード,think,1,1,NA,0.447632789612,incong,1,1.309,0.85,3
12,ろうそく,think,1,1,NA,0.612572193146,incong,1,1.013,0.913,3
13,モデル,baseline,1,1,NA,0.562487125397,cong,1,0.914,1.027,3
14,まぐろ,baseline,1,1,NA,0.413969993591,cong,1,2.189,1.744,3
15,スーツ,baseline,1,1,NA,0.530876874924,incong,1,0.824,0.824,3
16,とんぼ,baseline,1,1,NA,0.480705976486,incong,1,0.914,0.877,3
17,カレー,baseline,1,1,NA,0.514258861542,cong,1,1.613,0.844,3
18,ダイヤ,baseline,0,1,NA,0.547263145447,cong,1,NA,1.194,3
19,ラジオ,baseline,1,1,NA,0.464562892914,incong,1,1.004,1.569,3
20,ベランダ,baseline,1,1,NA,0.547587871552,incong,1,0.973,1.176,3
21,ジャズ,baseline,1,1,NA,0.547708034515,cong,1,0.923,1.066,3
22,ビール,baseline,1,1,NA,0.514366865158,cong,1,1.991,1.035,3
23,コンパス,baseline,1,1,NA,0.514021158218,incong,1,1.256,0.964,3
24,ゴルフ,baseline,1,1,NA,0.497615098953,incong,1,0.953,0.988,3
25,ほくろ,nothink,1,1,1,0.462697029114,cong,1,1.107,1.344,3
26,テーブル,nothink,1,1,1,0.380677938461,cong,1,0.859,1.175,3
27,メートル,nothink,1,1,1,0.430842876434,incong,1,1.01,0.82,3
28,レンジ,nothink,1,1,0,0.53083896637,incong,1,1.239,0.994,3
29,あじさい,nothink,1,1,1,0.54730796814,cong,1,0.986,1.681,3
30,はさみ,nothink,1,1,1,0.481033086777,cong,1,1.057,2.475,3
31,しゃもじ,nothink,1,1,1,0.513593912125,incong,1,3,1.343,3
32,バナナ,nothink,1,1,1,0.514391899109,incong,1,0.899,0.886,3
33,バケツ,nothink,1,1,1,0.597337961197,cong,1,1.65,1.379,3
34,うさぎ,nothink,1,1,1,0.39727807045,cong,1,0.783,0.745,3
35,うどん,nothink,1,1,1,0.464106798172,incong,1,1.014,1.227,3
36,カラス,nothink,1,1,0,0.430684089661,incong,1,1.085,1.861,3
