item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.481063127518,incong,1,2.139,1.147,22
2,ピアノ,nothink,1,1,1,0.531177043915,incong,1,1.102,2.046,22
3,ニュース,nothink,1,1,1,0.52992105484,cong,1,0.864,1.433,22
4,カップル,nothink,1,1,1,0.480945110321,cong,1,1.661,1.744,22
5,ローマ,nothink,1,1,1,0.497855901718,incong,1,1.034,1.236,22
6,トラック,nothink,1,1,1,0.430335998535,incong,1,1.045,1.932,22
7,マナー,nothink,0,0,1,0.43072104454,cong,1,NA,NA,22
8,カジノ,nothink,1,1,1,0.547274827957,cong,1,1.563,2.669,22
9,ワニ,nothink,1,1,1,0.447075128555,incong,1,0.768,1.522,22
10,おんぶ,nothink,1,1,1,0.514528036118,incong,1,0.937,2.276,22
11,ムード,nothink,1,1,1,0.480704069138,cong,1,2.56,2.582,22
12,ろうそく,nothink,1,1,1,0.397550106049,cong,1,1.127,1.799,22
13,モデル,baseline,1,1,NA,0.480674028397,incong,1,0.89,0.93,22
14,まぐろ,baseline,1,1,NA,0.5142390728,incong,1,2.33,1.261,22
15,スーツ,baseline,1,1,NA,0.747610092163,cong,1,0.831,1.456,22
16,とんぼ,baseline,1,1,NA,0.447227954865,cong,1,1.523,2.488,22
17,カレー,baseline,1,1,NA,0.547820091248,incong,1,1.188,0.928,22
18,ダイヤ,baseline,1,1,NA,0.460946798325,incong,1,0.988,0.975,22
19,ラジオ,baseline,1,0,NA,0.54732298851,cong,1,1.713,NA,22
20,ベランダ,baseline,1,1,NA,0.547552108765,cong,1,1.853,1.083,22
21,ジャズ,baseline,1,1,NA,0.531073093414,incong,1,1.353,2,22
22,ビール,baseline,1,1,NA,0.397670030594,incong,1,2.029,2.003,22
23,コンパス,baseline,1,1,NA,0.414390087128,cong,1,1.16,1.299,22
24,ゴルフ,baseline,1,1,NA,0.564137935638,cong,1,1.459,1.375,22
25,ほくろ,think,1,1,NA,0.513735055923,incong,1,0.904,0.989,22
26,テーブル,think,1,1,NA,0.397431135178,incong,1,1.822,1.391,22
27,メートル,think,1,1,NA,0.478579044342,cong,1,1.039,1.441,22
28,レンジ,think,1,1,NA,0.4475440979,cong,1,1.632,1.26,22
29,あじさい,think,1,1,NA,0.414426088333,incong,1,0.904,1.694,22
30,はさみ,think,1,1,NA,0.397346973419,incong,1,1.025,1.059,22
31,しゃもじ,think,1,1,NA,0.528654098511,cong,1,0.862,0.858,22
32,バナナ,think,1,1,NA,0.447255134583,cong,1,1.283,1.181,22
33,バケツ,think,1,1,NA,0.464097976685,incong,1,1.011,1.067,22
34,うさぎ,think,1,1,NA,0.514052867889,incong,1,1.645,1.795,22
35,うどん,think,1,1,NA,0.664132118225,cong,1,1.527,1.318,22
36,カラス,think,1,1,NA,0.480815172195,cong,0,0.905,1.027,22
