item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,0,0.513911008835,incong,0,0.778,1.078,45
2,ピアノ,nothink,1,1,0,0.297145843506,incong,1,2.245,1.378,45
3,ニュース,nothink,1,1,1,0.297569036484,cong,0,1.502,0.897,45
4,カップル,nothink,1,1,0,0.414239168167,cong,0,1.61,2.09,45
5,ローマ,nothink,1,1,1,0.547458171844,incong,0,0.775,0.93,45
6,トラック,nothink,0,0,1,0.463891983032,incong,0,NA,NA,45
7,マナー,nothink,1,1,0,0.397520065308,cong,0,0.987,1.466,45
8,カジノ,nothink,1,0,1,0.513932943344,cong,0,0.98,NA,45
9,ワニ,nothink,1,1,1,0.330945968628,incong,0,1.856,1.353,45
10,おんぶ,nothink,1,1,1,0.564270019531,incong,0,0.85,1.366,45
11,ムード,nothink,1,1,0,0.36408996582000003,cong,0,1.028,1.006,45
12,ろうそく,nothink,1,1,0,1.41375398636,cong,0,1.493,1.461,45
13,モデル,baseline,1,1,NA,0.464145898819,incong,0,0.857,1.159,45
14,まぐろ,baseline,1,1,NA,0.513916969299,incong,0,1.623,1.362,45
15,スーツ,baseline,1,1,NA,0.447503089905,cong,0,0.742,0.826,45
16,とんぼ,baseline,1,1,NA,0.497730970383,cong,0,0.79,0.745,45
17,カレー,baseline,1,1,NA,0.347607135773,incong,0,0.862,1.337,45
18,ダイヤ,baseline,1,1,NA,0.547245025635,incong,0,2.422,1.504,45
19,ラジオ,baseline,0,0,NA,0.42888712883,cong,0,NA,NA,45
20,ベランダ,baseline,0,1,NA,0.580494165421,cong,0,NA,2.623,45
21,ジャズ,baseline,1,1,NA,0.864109992981,incong,0,2.692,1.208,45
22,ビール,baseline,1,1,NA,0.447383880615,incong,0,1.432,1.062,45
23,コンパス,baseline,0,0,NA,0.5143699646,cong,0,NA,NA,45
24,ゴルフ,baseline,1,1,NA,0.430881023407,cong,0,2.348,1.39,45
25,ほくろ,think,1,1,NA,0.547256946564,incong,0,1.006,0.835,45
26,テーブル,think,1,1,NA,0.447467088699,incong,0,0.922,1.08,45
27,メートル,think,1,1,NA,0.495237827301,cong,1,0.788,0.886,45
28,レンジ,think,1,1,NA,0.51424908638,cong,0,0.953,1.438,45
29,あじさい,think,1,1,NA,0.447501897812,incong,0,1.272,0.81,45
30,はさみ,think,1,1,NA,0.464323043823,incong,0,0.733,0.785,45
31,しゃもじ,think,1,1,NA,1.01441693306,cong,0,2.94,2.132,45
32,バナナ,think,1,0,NA,0.447540044785,cong,0,1.149,NA,45
33,バケツ,think,1,1,NA,0.364013910294,incong,0,1.552,0.984,45
34,うさぎ,think,1,1,NA,0.328669071198,incong,1,0.797,0.82,45
35,うどん,think,1,1,NA,0.464303016663,cong,0,0.766,1.078,45
36,カラス,think,1,1,NA,0.380834817886,cong,0,0.775,1.041,45
