item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.464030981064,incong,0,1.086,2.863,46
2,ピアノ,nothink,1,1,1,0.547701120377,incong,0,0.71,1.717,46
3,ニュース,nothink,1,1,1,0.413938999176,cong,0,0.612,0.718,46
4,カップル,nothink,1,1,1,0.381208181381,cong,0,0.776,1.191,46
5,ローマ,nothink,1,1,1,0.380928039551,incong,0,1.417,1.929,46
6,トラック,nothink,1,1,1,0.447361946106,incong,0,0.835,1.099,46
7,マナー,nothink,1,1,1,0.447547912598,cong,0,0.696,0.962,46
8,カジノ,nothink,1,1,1,0.497483968735,cong,0,3,2.865,46
9,ワニ,nothink,1,1,1,0.464403152466,incong,0,1.471,1.389,46
10,おんぶ,nothink,1,1,1,0.74715089798,incong,0,0.794,1.498,46
11,ムード,nothink,1,0,1,0.397694826126,cong,0,2.903,NA,46
12,ろうそく,nothink,1,1,0,0.347171068192,cong,0,0.82,1.259,46
13,モデル,baseline,1,1,NA,0.38129901886,incong,0,0.807,0.75,46
14,まぐろ,baseline,1,1,NA,0.363843917847,incong,0,0.985,2.065,46
15,スーツ,baseline,1,1,NA,0.481256961823,cong,0,0.666,0.688,46
16,とんぼ,baseline,1,1,NA,0.447337865829,cong,0,1.614,1.586,46
17,カレー,baseline,1,1,NA,0.397620201111,incong,0,0.898,1.211,46
18,ダイヤ,baseline,1,1,NA,0.380747079849,incong,0,0.943,0.808,46
19,ラジオ,baseline,1,1,NA,0.347601175308,cong,0,2.862,1.299,46
20,ベランダ,baseline,1,1,NA,0.347511053085,cong,0,1.104,2.089,46
21,ジャズ,baseline,1,1,NA,0.59764289856,incong,0,0.988,1.713,46
22,ビール,baseline,1,1,NA,0.414271116257,incong,0,1.001,1.205,46
23,コンパス,baseline,1,1,NA,0.430675983429,cong,0,1.721,1.936,46
24,ゴルフ,baseline,1,1,NA,0.363921880722,cong,0,0.817,1.058,46
25,ほくろ,think,1,1,NA,0.480782032013,incong,0,0.67,0.744,46
26,テーブル,think,1,1,NA,0.36403298378,incong,0,0.89,0.782,46
27,メートル,think,1,1,NA,0.381105899811,cong,0,2.162,0.988,46
28,レンジ,think,0,0,NA,0.663806915283,cong,0,NA,NA,46
29,あじさい,think,1,1,NA,0.464725971222,incong,0,2.893,1.039,46
30,はさみ,think,1,1,NA,0.447452068329,incong,0,0.749,0.702,46
31,しゃもじ,think,1,1,NA,0.3947930336,cong,0,1.155,1.019,46
32,バナナ,think,1,1,NA,0.380717039108,cong,0,1.213,0.928,46
33,バケツ,think,1,1,NA,0.430962085724,incong,0,1.23,1.176,46
34,うさぎ,think,1,1,NA,0.44761800766,incong,0,0.684,0.649,46
35,うどん,think,1,1,NA,0.397593021393,cong,0,0.747,0.68,46
36,カラス,think,1,1,NA,0.395301818848,cong,0,1.009,0.754,46
