item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.497294902802,cong,0,0.894,2.25,33
2,ピアノ,nothink,1,1,1,0.447148799896,cong,0,1.447,1.881,33
3,ニュース,nothink,1,1,1,0.430636882782,incong,0,0.694,0.728,33
4,カップル,nothink,1,1,1,0.514187812805,incong,0,0.942,1.469,33
5,ローマ,nothink,1,1,1,0.497831821442,cong,0,0.767,1.054,33
6,トラック,nothink,1,1,1,0.530406951904,cong,0,0.997,1.295,33
7,マナー,nothink,1,1,1,0.428737163544,incong,0,0.881,1.868,33
8,カジノ,nothink,1,1,1,0.428797006607,incong,0,0.849,1.052,33
9,ワニ,nothink,1,1,1,0.49741101265,cong,0,0.724,0.87,33
10,おんぶ,nothink,1,1,1,0.46406006813,cong,0,0.749,1.12,33
11,ムード,nothink,1,1,1,0.497159004211,incong,0,0.974,1.355,33
12,ろうそく,nothink,1,1,1,0.430974006653,incong,0,0.957,1.466,33
13,モデル,baseline,1,1,NA,0.697668075562,cong,0,0.835,0.761,33
14,まぐろ,baseline,1,1,NA,0.547581911087,cong,0,0.747,1.077,33
15,スーツ,baseline,1,1,NA,0.480923891068,incong,0,0.916,1.171,33
16,とんぼ,baseline,1,1,NA,0.564260005951,incong,0,0.813,1.069,33
17,カレー,baseline,1,1,NA,0.546966075897,cong,0,0.928,0.937,33
18,ダイヤ,baseline,1,1,NA,0.49750995636,cong,0,1.173,0.77,33
19,ラジオ,baseline,1,1,NA,0.480772018433,incong,0,1.246,1.234,33
20,ベランダ,baseline,1,1,NA,0.66397190094,incong,0,2.187,1.156,33
21,ジャズ,baseline,1,1,NA,0.347767114639,cong,0,1.129,1.095,33
22,ビール,baseline,1,1,NA,0.530748128891,cong,0,0.923,1.367,33
23,コンパス,baseline,1,1,NA,0.364058971405,incong,0,1.149,1.318,33
24,ゴルフ,baseline,1,1,NA,0.447525978088,incong,0,0.91,1.085,33
25,ほくろ,think,1,1,NA,0.480846881866,cong,0,0.916,1.092,33
26,テーブル,think,1,1,NA,0.547656059265,cong,0,0.771,1.005,33
27,メートル,think,1,1,NA,0.480836868286,incong,0,0.972,0.944,33
28,レンジ,think,1,1,NA,0.447267055511,incong,0,0.772,1.75,33
29,あじさい,think,1,1,NA,0.530616998672,cong,0,1.103,0.811,33
30,はさみ,think,1,1,NA,0.530395030975,cong,0,0.715,1.22,33
31,しゃもじ,think,1,1,NA,1.04800581932,incong,0,0.91,1.142,33
32,バナナ,think,1,1,NA,0.430670022964,incong,0,0.762,1.341,33
33,バケツ,think,1,1,NA,0.547558069229,cong,0,0.929,2.561,33
34,うさぎ,think,1,1,NA,0.480693101883,cong,0,0.995,0.963,33
35,うどん,think,1,1,NA,0.428772926331,incong,0,0.873,2.061,33
36,カラス,think,1,1,NA,0.431024074554,incong,0,0.88,0.949,33
