item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,baseline,1,1,NA,0.547568082809,incong,0,0.961,1.075,41
2,ピアノ,baseline,1,1,NA,0.49631690979,incong,0,0.981,0.983,41
3,ニュース,baseline,1,1,NA,0.664327144623,cong,0,0.892,0.747,41
4,カップル,baseline,1,1,NA,0.464121818542,cong,0,1.178,2.486,41
5,ローマ,baseline,1,1,NA,0.530754804611,incong,0,0.96,0.805,41
6,トラック,baseline,1,1,NA,0.514139890671,incong,0,0.878,0.933,41
7,マナー,baseline,1,1,NA,0.430728912354,cong,0,1.225,1.366,41
8,カジノ,baseline,1,1,NA,0.495603084564,cong,0,1.142,1.773,41
9,ワニ,baseline,1,1,NA,0.547903060913,incong,0,0.766,0.885,41
10,おんぶ,baseline,1,1,NA,0.447376966476,incong,0,1.495,1.765,41
11,ムード,baseline,1,1,NA,0.597427129745,cong,0,1.323,1.844,41
12,ろうそく,baseline,1,1,NA,0.447727203369,cong,0,1.154,1.101,41
13,モデル,think,1,1,NA,0.564252853394,incong,0,0.907,1.591,41
14,まぐろ,think,1,1,NA,0.497550010681,incong,0,2.386,1.664,41
15,スーツ,think,1,1,NA,0.564218044281,cong,0,0.836,0.887,41
16,とんぼ,think,1,1,NA,0.481105089188,cong,0,1.219,1.03,41
17,カレー,think,0,1,NA,0.463965892792,incong,0,NA,NA,41
18,ダイヤ,think,1,1,NA,0.547725915909,incong,0,1.313,0.968,41
19,ラジオ,think,1,1,NA,0.430819988251,cong,0,1.984,1.228,41
20,ベランダ,think,1,1,NA,0.514032125473,cong,0,1.003,1.171,41
21,ジャズ,think,1,1,NA,0.514482975006,incong,1,0.945,1.207,41
22,ビール,think,1,1,NA,0.547158002853,incong,0,1.527,1.875,41
23,コンパス,think,1,1,NA,0.563953876495,cong,0,1.16,1.484,41
24,ゴルフ,think,1,1,NA,0.48072385788,cong,0,1.201,1.416,41
25,ほくろ,nothink,1,1,0,0.564050912857,incong,0,1.448,1.414,41
26,テーブル,nothink,1,1,0,0.480487108231,incong,0,1.324,1.412,41
27,メートル,nothink,1,1,0,0.480474948883,cong,0,1.165,1.175,41
28,レンジ,nothink,1,1,0,0.563852071762,cong,0,1.197,1.638,41
29,あじさい,nothink,1,1,0,0.5143699646,incong,0,1.001,1.482,41
30,はさみ,nothink,1,1,1,0.514119148254,incong,0,0.806,2.137,41
31,しゃもじ,nothink,1,1,1,0.514122009277,cong,0,0.986,1.125,41
32,バナナ,nothink,1,1,0,0.41423201561,cong,0,1.031,1.43,41
33,バケツ,nothink,1,1,0,0.447424888611,incong,0,1.354,1.237,41
34,うさぎ,nothink,1,1,1,0.478540897369,incong,0,0.749,1.041,41
35,うどん,nothink,1,1,1,0.480609893799,cong,0,2.176,1.904,41
36,カラス,nothink,1,1,1,0.447649002075,cong,0,1.879,1.295,41
