participant,ID,substitute,sub_corr,sub_rt
19,1,ランチ,1,0.733
19,2,おしゃぶり,1,1.472
19,3,モチつき,1,1.286
19,4,レール,1,1.276
19,5,デッサン,1,2.953
19,6,あられ,1,1.153
19,7,シーソー,0,NA
19,8,マント,1,1.077
19,9,カード,1,0.951
19,10,うちわ,1,1.064
19,11,フィルム,1,1.194
19,12,ふすま,1,1.44
