participant,ID,substitute,sub_corr,sub_rt
8,1,ランチ,1,1.21
8,2,おしゃぶり,1,1.457
8,3,モチつき,1,1.204
8,4,レール,1,1.258
8,5,デッサン,1,0.969
8,6,あられ,1,1.373
8,7,シーソー,1,1.202
8,8,マント,1,1.626
8,9,カード,1,1.232
8,10,うちわ,1,1.632
8,11,フィルム,1,1.058
8,12,ふすま,1,1.256
