item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.414070129395,incong,1,1.214,0.979,16
2,ピアノ,think,1,1,NA,0.414235830307,incong,1,0.871,0.771,16
3,ニュース,think,1,1,NA,0.497320890427,cong,1,0.782,0.954,16
4,カップル,think,1,1,NA,0.39703297615100003,cong,1,1.425,1.117,16
5,ローマ,think,1,1,NA,0.430922031403,incong,1,1.044,1.072,16
6,トラック,think,1,1,NA,0.513853788376,incong,1,1.781,0.714,16
7,マナー,think,1,1,NA,0.447412967682,cong,1,0.787,1.458,16
8,カジノ,think,1,1,NA,0.430548906326,cong,1,1.081,1.22,16
9,ワニ,think,1,1,NA,0.430562019348,incong,1,0.8,0.881,16
10,おんぶ,think,1,1,NA,0.380727052689,incong,1,1.108,0.864,16
11,ムード,think,1,1,NA,0.380797863007,cong,1,1.312,0.983,16
12,ろうそく,think,1,1,NA,0.497625112534,cong,1,1.012,0.957,16
13,モデル,baseline,1,1,NA,0.497643947601,incong,1,0.83,1.312,16
14,まぐろ,baseline,1,1,NA,0.397434949875,incong,1,1.267,1.3,16
15,スーツ,baseline,1,1,NA,0.464004039764,cong,1,1.03,0.837,16
16,とんぼ,baseline,1,1,NA,0.44730091095,cong,1,1.477,0.871,16
17,カレー,baseline,1,1,NA,0.528687000275,incong,1,0.861,0.996,16
18,ダイヤ,baseline,1,1,NA,0.480401992798,incong,1,0.788,1.684,16
19,ラジオ,baseline,1,1,NA,0.447665929794,cong,1,1.608,2.835,16
20,ベランダ,baseline,1,1,NA,0.430686950684,cong,1,1.06,1.112,16
21,ジャズ,baseline,1,1,NA,0.497274160385,incong,1,1.087,1.061,16
22,ビール,baseline,1,1,NA,0.413969039917,incong,1,1.121,0.902,16
23,コンパス,baseline,1,1,NA,0.464219808578,cong,1,1.483,0.948,16
24,ゴルフ,baseline,1,1,NA,0.397237062454,cong,1,1.328,1.61,16
25,ほくろ,nothink,1,1,1,0.419513940811,incong,1,1.298,1.444,16
26,テーブル,nothink,1,1,1,0.464318037033,incong,1,0.961,0.882,16
27,メートル,nothink,1,1,1,0.547580003738,cong,1,1.015,1.024,16
28,レンジ,nothink,1,1,1,0.414365053177,cong,1,0.92,1.019,16
29,あじさい,nothink,1,1,1,0.513930082321,incong,1,0.831,1.227,16
30,はさみ,nothink,1,1,1,0.479770898819,incong,1,0.85,1.269,16
31,しゃもじ,nothink,1,1,1,0.464075088501,cong,1,0.825,0.867,16
32,バナナ,nothink,1,1,1,0.580795049667,cong,1,0.85,0.94,16
33,バケツ,nothink,1,1,0,0.48101401329,incong,1,0.984,1.45,16
34,うさぎ,nothink,1,1,1,0.363738059998,incong,0,0.897,1.233,16
35,うどん,nothink,1,1,1,0.414083003998,cong,1,0.946,1.085,16
36,カラス,nothink,1,1,1,0.43074798584,cong,1,1.093,1.044,16
