participant,ID,substitute,sub_corr,sub_rt
44,1,ランチ,1,0.89
44,2,おしゃぶり,1,1.269
44,3,モチつき,1,0.969
44,4,レール,1,1.369
44,5,デッサン,1,0.999
44,6,あられ,1,1.092
44,7,シーソー,1,1.641
44,8,マント,1,1.071
44,9,カード,1,0.915
44,10,うちわ,1,1.129
44,11,フィルム,1,0.867
44,12,ふすま,1,1.375
