item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.449112176895,cong,1,1.693,1.088,8
2,ピアノ,nothink,1,1,1,0.399755001068,cong,1,1.906,1.859,8
3,ニュース,nothink,1,1,1,0.440727949142,incong,1,0.888,1.148,8
4,カップル,nothink,1,1,1,0.449572086334,incong,1,0.855,1.872,8
5,ローマ,nothink,1,1,1,0.48313999176,cong,0,1.048,1.807,8
6,トラック,nothink,1,1,1,0.483472108841,cong,1,1.056,1.595,8
7,マナー,nothink,1,1,1,0.533452033997,incong,1,1.009,1.497,8
8,カジノ,nothink,1,1,1,0.566565990448,incong,1,0.983,2.821,8
9,ワニ,nothink,1,1,1,0.432275056839,cong,1,0.894,1.085,8
10,おんぶ,nothink,1,1,1,0.483073949814,cong,1,1.115,2.243,8
11,ムード,nothink,1,1,1,0.516088008881,incong,1,0.986,1.013,8
12,ろうそく,nothink,1,1,1,0.449712991714,incong,1,0.846,1.22,8
13,モデル,think,1,1,NA,0.415947914124,cong,1,1.508,1.203,8
14,まぐろ,think,1,1,NA,0.333700895309,cong,1,1.106,1.455,8
15,スーツ,think,1,1,NA,0.4827439785,incong,1,0.821,0.819,8
16,とんぼ,think,1,1,NA,0.54958987236,incong,1,1.417,0.822,8
17,カレー,think,1,1,NA,0.365864992142,cong,1,1.535,1.371,8
18,ダイヤ,think,1,1,NA,0.483145952225,cong,1,1.218,1.069,8
19,ラジオ,think,1,1,NA,0.465877056122,incong,1,1.161,1.663,8
20,ベランダ,think,1,1,NA,0.412338972092,incong,1,1.283,1.202,8
21,ジャズ,think,1,1,NA,0.412226915359,cong,1,1.225,1.418,8
22,ビール,think,1,1,NA,0.395385980606,cong,1,1.356,1.041,8
23,コンパス,think,1,1,NA,0.466730117798,incong,1,0.958,0.934,8
24,ゴルフ,think,1,1,NA,0.549721956253,incong,1,0.912,1.463,8
25,ほくろ,baseline,1,1,NA,0.399202108383,cong,1,0.866,0.859,8
26,テーブル,baseline,1,1,NA,0.44985294342,cong,1,1.024,1.193,8
27,メートル,baseline,1,1,NA,0.398519992828,incong,1,0.835,0.937,8
28,レンジ,baseline,1,1,NA,0.449090003967,incong,1,0.848,1.061,8
29,あじさい,baseline,1,1,NA,0.482424020767,cong,1,2.822,1.051,8
30,はさみ,baseline,1,1,NA,0.432736158371,cong,1,0.959,1.255,8
31,しゃもじ,baseline,1,1,NA,0.599817037582,incong,1,0.806,0.866,8
32,バナナ,baseline,1,1,NA,0.497349977493,incong,1,0.847,1.023,8
33,バケツ,baseline,1,1,NA,0.349447965622,cong,0,0.991,0.843,8
34,うさぎ,baseline,1,1,NA,0.449408054352,cong,1,0.895,1.009,8
35,うどん,baseline,1,1,NA,0.399093151093,incong,1,0.952,0.784,8
36,カラス,baseline,1,1,NA,0.482981204987,incong,1,1.764,1.015,8
