participant,ID,substitute,sub_corr,sub_rt
48,13,スプレー,1,0.663
48,14,おしぼり,1,1.309
48,15,ギャグ,1,1.194
48,16,カーテン,1,1.065
48,17,ストーブ,1,2.921
48,18,ナイフ,1,0.851
48,19,アルプス,1,0.721
48,20,クレーター,1,0.874
48,21,ビル,1,0.682
48,22,ホテル,1,0.756
48,23,こうもり,1,0.829
48,24,オアシス,1,1.588
