word,condition,surppress,rate,participant
弁当 [弁当],cue,nothink,4,10
弁当 [みりん],tar,nothink,4,10
弁当 [ランチ],sub,nothink,4,10
幼児 [幼児],cue,nothink,4,10
幼児 [ピアノ],tar,nothink,3,10
幼児 [おしゃぶり],sub,nothink,4,10
新年 [新年],cue,nothink,5,10
新年 [ニュース],tar,nothink,3,10
新年 [モチつき],sub,nothink,4,10
電車 [電車],cue,nothink,4,10
電車 [カップル],tar,nothink,3,10
電車 [レール],sub,nothink,3,10
油絵 [油絵],cue,nothink,4,10
油絵 [ローマ],tar,nothink,4,10
油絵 [デッサン],sub,nothink,4,10
雨雲 [雨雲],cue,nothink,4,10
雨雲 [トラック],tar,nothink,4,10
雨雲 [あられ],sub,nothink,3,10
公園 [公園],cue,nothink,5,10
公園 [マナー],tar,nothink,4,10
公園 [シーソー],sub,nothink,3,10
王様 [王様],cue,nothink,5,10
王様 [カジノ],tar,nothink,3,10
王様 [マント],sub,nothink,4,10
財布 [財布],cue,nothink,4,10
財布 [ワニ],tar,nothink,4,10
財布 [カード],sub,nothink,4,10
浴衣 [浴衣],cue,nothink,5,10
浴衣 [おんぶ],tar,nothink,4,10
浴衣 [うちわ],sub,nothink,4,10
映画 [映画],cue,nothink,4,10
映画 [ムード],tar,nothink,4,10
映画 [フィルム],sub,nothink,5,10
和室 [和室],cue,think,5,10
和室 [ろうそく],tar,think,4,10
和室 [ふすま],sub,think,5,10
坊主 [坊主],cue,think,4,10
坊主 [ほくろ],tar,think,4,10
坊主 [バリカン],sub,think,1,10
手品 [手品],cue,think,4,10
手品 [テーブル],tar,think,5,10
手品 [トリック],sub,think,1,10
地球 [地球],cue,think,4,10
地球 [メートル],tar,think,4,10
地球 [マグマ],sub,think,1,10
餃子 [餃子],cue,think,5,10
餃子 [レンジ],tar,think,5,10
餃子 [にんにく],sub,think,1,10
学校 [学校],cue,think,4,10
学校 [あじさい],tar,think,5,10
学校 [チャイム],sub,think,1,10
郵便 [郵便],cue,think,4,10
郵便 [はさみ],tar,think,4,10
郵便 [ポスト],sub,think,2,10
神社 [神社],cue,think,4,10
神社 [しゃもじ],tar,think,4,10
神社 [おみくじ],sub,think,1,10
缶詰 [缶詰],cue,think,4,10
缶詰 [バナナ],tar,think,4,10
缶詰 [リサイクル],sub,think,1,10
銭湯 [銭湯],cue,think,4,10
銭湯 [バケツ],tar,think,4,10
銭湯 [サウナ],sub,think,1,10
競走 [競走],cue,think,4,10
競走 [うさぎ],tar,think,4,10
競走 [ゼッケン],sub,think,1,10
真夏 [真夏],cue,think,4,10
真夏 [うどん],tar,think,5,10
真夏 [プール],sub,think,1,10
野宿 [野宿],cue,think,4,10
野宿 [カラス],tar,think,5,10
野宿 [テント],sub,think,1,10
