item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,nothink,1,1,1,0.347315073013,incong,1,0.759,1.614,20
2,ピアノ,nothink,1,1,1,0.330849885941,incong,1,0.66,2.045,20
3,ニュース,nothink,1,1,1,0.330816984177,cong,1,0.903,1.266,20
4,カップル,nothink,1,1,1,0.364359140396,cong,1,0.779,1.364,20
5,ローマ,nothink,1,1,1,0.363452911377,incong,1,0.773,1.106,20
6,トラック,nothink,1,1,1,0.44784617424,incong,1,0.806,0.927,20
7,マナー,nothink,1,1,1,0.46427488327,cong,1,0.818,1.306,20
8,カジノ,nothink,1,1,1,0.330947875977,cong,1,1.401,1.612,20
9,ワニ,nothink,1,1,1,0.397593021393,incong,1,0.743,0.86,20
10,おんぶ,nothink,1,1,1,0.464421033859,incong,1,0.716,1.21,20
11,ムード,nothink,1,1,1,0.3644490242,cong,1,0.763,1.32,20
12,ろうそく,nothink,1,1,1,0.447386026382,cong,1,0.787,1.393,20
13,モデル,think,1,1,NA,0.364007949829,incong,1,0.906,0.761,20
14,まぐろ,think,1,1,NA,0.364217996597,incong,1,0.729,0.684,20
15,スーツ,think,1,1,NA,0.347616910934,cong,1,0.802,0.713,20
16,とんぼ,think,1,1,NA,0.364145040512,cong,1,0.733,0.682,20
17,カレー,think,1,1,NA,0.381046056747,incong,1,0.885,0.735,20
18,ダイヤ,think,1,1,NA,0.414094924927,incong,1,1.528,0.726,20
19,ラジオ,think,1,1,NA,0.431025981903,cong,1,0.762,1.302,20
20,ベランダ,think,1,1,NA,0.314577817917,cong,1,1.123,0.95,20
21,ジャズ,think,1,1,NA,0.364186048508,incong,1,1.009,0.706,20
22,ビール,think,1,1,NA,0.364034175873,incong,1,1.28,1.243,20
23,コンパス,think,1,1,NA,0.414610147476,cong,1,1.325,1.36,20
24,ゴルフ,think,1,1,NA,0.347225904465,cong,1,1.226,0.871,20
25,ほくろ,baseline,1,1,NA,0.36407494545,incong,1,0.854,0.738,20
26,テーブル,baseline,1,1,NA,0.380661010742,incong,1,0.816,1.219,20
27,メートル,baseline,1,1,NA,0.347202062607,cong,1,0.672,0.726,20
28,レンジ,baseline,1,1,NA,0.330436944962,cong,1,1.151,1.058,20
29,あじさい,baseline,1,1,NA,0.363966941833,incong,1,1.278,0.736,20
30,はさみ,baseline,1,1,NA,0.430615186691,incong,1,0.783,0.832,20
31,しゃもじ,baseline,1,1,NA,0.381398916245,cong,1,0.886,1.052,20
32,バナナ,baseline,1,1,NA,0.447562932968,cong,1,0.847,0.675,20
33,バケツ,baseline,1,1,NA,0.414216995239,incong,1,1.071,1.02,20
34,うさぎ,baseline,1,1,NA,0.330904006958,incong,1,0.799,0.761,20
35,うどん,baseline,1,1,NA,0.430984020233,cong,1,2.552,0.917,20
36,カラス,baseline,1,1,NA,0.29777097702,cong,1,0.729,0.826,20
