item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.447940826416,incong,1,2.693,1.298,13
2,ピアノ,think,1,1,NA,0.447525024414,incong,1,0.943,2.006,13
3,ニュース,think,1,1,NA,0.463886022568,cong,1,1.13,0.864,13
4,カップル,think,1,1,NA,0.480966091156,cong,1,0.814,1.377,13
5,ローマ,think,1,1,NA,0.480695962906,incong,1,1.008,0.792,13
6,トラック,think,1,1,NA,0.480801105499,incong,1,0.961,1.699,13
7,マナー,think,1,1,NA,0.531109809875,cong,1,1.974,1.976,13
8,カジノ,think,1,1,NA,0.462491035461,cong,1,0.821,0.875,13
9,ワニ,think,1,1,NA,0.445657968521,incong,1,1.355,0.724,13
10,おんぶ,think,1,1,NA,0.480715036392,incong,1,1.177,0.882,13
11,ムード,think,1,1,NA,0.46412396431,cong,1,0.939,1.321,13
12,ろうそく,think,1,1,NA,0.514116048813,cong,1,0.941,0.95,13
13,モデル,nothink,1,1,1,0.447483062744,incong,1,0.875,1.842,13
14,まぐろ,nothink,1,0,1,0.46427488327,incong,1,1.243,NA,13
15,スーツ,nothink,1,1,1,0.514271974564,cong,1,1.547,2.275,13
16,とんぼ,nothink,1,0,0,0.581285953522,cong,1,NA,NA,13
17,カレー,nothink,1,1,1,0.431186914444,incong,1,0.799,3,13
18,ダイヤ,nothink,1,0,1,0.497699975967,incong,1,1.26,NA,13
19,ラジオ,nothink,1,1,1,0.464017868042,cong,1,1.847,1.191,13
20,ベランダ,nothink,1,1,1,0.463837146759,cong,1,1.615,1.779,13
21,ジャズ,nothink,1,1,1,0.697855949402,incong,1,2.246,1.089,13
22,ビール,nothink,1,1,1,0.497448921204,incong,1,1.279,1.468,13
23,コンパス,nothink,1,0,1,0.613770008087,cong,1,2.341,NA,13
24,ゴルフ,nothink,1,1,0,0.564414024353,cong,1,0.896,3,13
25,ほくろ,baseline,1,1,NA,0.531054019928,incong,1,0.869,0.826,13
26,テーブル,baseline,1,1,NA,0.44785618782,incong,1,1.384,0.894,13
27,メートル,baseline,1,1,NA,0.524887800217,cong,1,0.986,1.711,13
28,レンジ,baseline,1,1,NA,0.447700977325,cong,1,1.462,1.726,13
29,あじさい,baseline,1,1,NA,0.480870008469,incong,1,2.208,2.042,13
30,はさみ,baseline,1,1,NA,0.66387295723,incong,1,0.918,1.125,13
31,しゃもじ,baseline,1,1,NA,0.880014896393,cong,1,2.26,1.127,13
32,バナナ,baseline,1,1,NA,0.497426986694,cong,1,1.015,2.077,13
33,バケツ,baseline,1,1,NA,0.547600030899,incong,1,2.23,1.251,13
34,うさぎ,baseline,1,1,NA,0.447266101837,incong,1,1.772,0.996,13
35,うどん,baseline,1,1,NA,0.480641126633,cong,1,0.76,0.814,13
36,カラス,baseline,1,1,NA,0.631134986877,cong,1,1.14,1.554,13
