item_id,word,status,pre_recall_corr,post_recall_corr,sub_recall,dp_rt,congruency,dp_corr,pre_recall_rt,post_recall_rt,participant
1,みりん,think,1,1,NA,0.697507143021,incong,1,0.945,0.995,14
2,ピアノ,think,1,1,NA,0.614480018616,incong,1,0.982,0.732,14
3,ニュース,think,1,1,NA,0.530778169632,cong,1,0.723,0.899,14
4,カップル,think,1,1,NA,0.464151144028,cong,1,0.798,1.023,14
5,ローマ,think,1,1,NA,0.514516115189,incong,1,0.904,0.924,14
6,トラック,think,1,1,NA,0.547641038895,incong,1,0.8,0.937,14
7,マナー,think,1,1,NA,0.430891036987,cong,1,0.807,1.132,14
8,カジノ,think,1,1,NA,0.564345836639,cong,1,1.528,1.249,14
9,ワニ,think,1,1,NA,0.613801956177,incong,1,1.307,1.084,14
10,おんぶ,think,1,1,NA,0.514534950256,incong,1,0.887,1.009,14
11,ムード,think,1,1,NA,0.514084100723,cong,1,1.632,1.709,14
12,ろうそく,think,1,1,NA,0.530975103378,cong,1,2.229,1.225,14
13,モデル,nothink,1,1,1,0.530621051788,incong,1,2.236,3,14
14,まぐろ,nothink,1,1,1,0.414067983627,incong,1,1.097,1.715,14
15,スーツ,nothink,1,1,1,0.464245080948,cong,1,0.953,1.845,14
16,とんぼ,nothink,1,1,1,0.481160879135,cong,0,0.832,1.423,14
17,カレー,nothink,1,1,1,0.530961990356,incong,1,1.112,1.227,14
18,ダイヤ,nothink,1,1,1,0.597645044327,incong,1,0.946,3,14
19,ラジオ,nothink,1,1,1,0.513960838318,cong,1,1.431,2.7,14
20,ベランダ,nothink,1,1,1,0.480640888214,cong,1,1.329,2.112,14
21,ジャズ,nothink,1,1,1,0.464189052582,incong,1,2.525,2.476,14
22,ビール,nothink,0,1,1,0.530894994736,incong,1,NA,2.871,14
23,コンパス,nothink,1,1,1,0.480757951736,cong,1,1.062,1.326,14
24,ゴルフ,nothink,1,0,1,0.496307849884,cong,1,0.933,NA,14
25,ほくろ,baseline,1,1,NA,0.514147996902,incong,1,0.702,0.801,14
26,テーブル,baseline,1,1,NA,0.497302055359,incong,1,1.432,1.919,14
27,メートル,baseline,1,1,NA,0.413714885712,cong,1,0.934,0.974,14
28,レンジ,baseline,1,1,NA,0.447235107422,cong,1,1.201,1.387,14
29,あじさい,baseline,1,1,NA,0.530854940414,incong,1,1.041,1.183,14
30,はさみ,baseline,1,1,NA,0.447750091553,incong,1,0.753,1.575,14
31,しゃもじ,baseline,1,1,NA,0.497424840927,cong,1,0.874,1.496,14
32,バナナ,baseline,1,1,NA,0.463999986649,cong,1,0.777,0.778,14
33,バケツ,baseline,1,1,NA,0.497707128525,incong,1,1.058,1.102,14
34,うさぎ,baseline,1,1,NA,0.464291095734,incong,1,1.797,1.824,14
35,うどん,baseline,1,1,NA,0.463999032974,cong,1,2.933,1.232,14
36,カラス,baseline,1,1,NA,0.464210987091,cong,1,1.578,1.07,14
